A.Ilyin, Y.Pronina  Curved pipes subjected to mechanochemical corrosion under pressure: Analytical and numerical estimates of the lifetime ;;;
Data set for constructing the error maps presented in Figure 7;;;
Error_1 is for Figure 7(a), Error_2 is for Figure 7(b), ;;;
##################################;;;
R/ro;h/ro;Error_1;Error_2
44.1;0.0227;0.6564;-0.6570
44.1;0.0233;0.6527;-0.6527
44.1;0.0238;0.6481;-0.6472
44.1;0.0244;0.6428;-0.6408
44.1;0.0250;0.6370;-0.6339
44.1;0.0256;0.6311;-0.6272
44.1;0.0263;0.6231;-0.6204
44.1;0.0270;0.6157;-0.6098
44.1;0.0278;0.6071;-0.5994
44.1;0.0286;0.5980;-0.5876
44.1;0.0294;0.5871;-0.5753
44.1;0.0303;0.6375;-0.6095
44.1;0.0313;0.6276;-0.6018
44.1;0.0323;0.6115;-0.5891
44.1;0.0333;0.5984;-0.5727
44.1;0.0345;0.5846;-0.5569
44.1;0.0357;0.5681;-0.5358
44.1;0.0370;0.5514;-0.5142
44.1;0.0385;0.5326;-0.4901
44.1;0.0400;0.5147;-0.4661
44.1;0.0417;0.5381;-0.4851
44.1;0.0435;0.5184;-0.4558
44.1;0.0455;0.4950;-0.4247
44.1;0.0476;0.4713;-0.3904
44.1;0.0500;0.4476;-0.3572
44.1;0.0526;0.4595;-0.3516
44.1;0.0556;0.4352;-0.3097
44.1;0.0588;0.4067;-0.2650
44.1;0.0625;0.4069;-0.2430
44.1;0.0667;0.3847;-0.1920
44.1;0.0714;0.3810;-0.1504
44.1;0.0769;0.3555;-0.0852
44.1;0.0833;0.3571;-0.0304
44.1;0.0909;0.3646;0.0431
44.1;0.1000;0.3540;0.1476
44.1;0.1111;0.3928;0.2469
44.1;0.1250;0.4353;0.4063
44.1;0.1429;0.5314;0.6208
44.1;0.1667;0.6936;0.9630
44.1;0.2000;1.0150;1.5550
44.2;0.0200;0.5649;-0.5679
44.2;0.0204;0.6485;-0.6524
44.2;0.0208;0.5689;-0.5751
44.2;0.0213;0.6608;-0.6642
44.2;0.0217;0.6587;-0.6615
44.2;0.0222;0.6575;-0.6605
44.2;0.0227;0.6545;-0.6558
44.2;0.0233;0.6510;-0.6512
44.2;0.0238;0.6463;-0.6455
44.2;0.0244;0.6411;-0.6392
44.2;0.0250;0.6351;-0.6323
44.2;0.0256;0.6292;-0.6250
44.2;0.0263;0.6215;-0.6171
44.2;0.0270;0.6140;-0.6076
44.2;0.0278;0.6053;-0.5973
44.2;0.0286;0.5958;-0.5854
44.2;0.0294;0.5848;-0.5726
44.2;0.0303;0.6362;-0.6071
44.2;0.0313;0.6240;-0.6007
44.2;0.0323;0.6090;-0.5867
44.2;0.0333;0.5963;-0.5699
44.2;0.0345;0.5821;-0.5545
44.2;0.0357;0.5668;-0.5342
44.2;0.0370;0.5492;-0.5107
44.2;0.0385;0.5302;-0.4878
44.2;0.0400;0.5121;-0.4638
44.2;0.0417;0.5357;-0.4828
44.2;0.0435;0.5162;-0.4531
44.2;0.0455;0.4926;-0.4224
44.2;0.0476;0.4691;-0.3876
44.2;0.0500;0.4451;-0.3550
44.2;0.0526;0.4573;-0.3488
44.2;0.0556;0.4333;-0.3076
44.2;0.0588;0.4051;-0.2629
44.2;0.0625;0.4043;-0.2395
44.2;0.0667;0.3791;-0.1878
44.2;0.0714;0.3792;-0.1492
44.2;0.0769;0.3541;-0.0842
44.2;0.0833;0.3545;-0.0285
44.2;0.0909;0.3634;0.0449
44.2;0.1000;0.3524;0.1481
44.2;0.1111;0.3919;0.2484
44.2;0.1250;0.4339;0.4076
44.2;0.1429;0.5308;0.6219
44.2;0.1667;0.6925;0.9638
44.2;0.2000;1.0152;1.5553
44.3;0.0200;0.5634;-0.5664
44.3;0.0204;0.6215;-0.6314
44.3;0.0208;0.5705;-0.5724
44.3;0.0213;0.6590;-0.6624
44.3;0.0217;0.6570;-0.6595
44.3;0.0222;0.6555;-0.6585
44.3;0.0227;0.6526;-0.6538
44.3;0.0233;0.6490;-0.6492
44.3;0.0238;0.6444;-0.6435
44.3;0.0244;0.6391;-0.6370
44.3;0.0250;0.6330;-0.6301
44.3;0.0256;0.6272;-0.6229
44.3;0.0263;0.6194;-0.6147
44.3;0.0270;0.6118;-0.6055
44.3;0.0278;0.6032;-0.5949
44.3;0.0286;0.5935;-0.5830
44.3;0.0294;0.5827;-0.5705
44.3;0.0303;0.6331;-0.6076
44.3;0.0313;0.6210;-0.6009
44.3;0.0323;0.6065;-0.5847
44.3;0.0333;0.5949;-0.5697
44.3;0.0345;0.5798;-0.5518
44.3;0.0357;0.5647;-0.5323
44.3;0.0370;0.5462;-0.5076
44.3;0.0385;0.5312;-0.4900
44.3;0.0400;0.5099;-0.4611
44.3;0.0417;0.5333;-0.4801
44.3;0.0435;0.5136;-0.4509
44.3;0.0455;0.4902;-0.4202
44.3;0.0476;0.4669;-0.3865
44.3;0.0500;0.4432;-0.3523
44.3;0.0526;0.4551;-0.3467
44.3;0.0556;0.4308;-0.3048
44.3;0.0588;0.4029;-0.2608
44.3;0.0625;0.4025;-0.2375
44.3;0.0667;0.3776;-0.1858
44.3;0.0714;0.3766;-0.1464
44.3;0.0769;0.3519;-0.0814
44.3;0.0833;0.3553;-0.0267
44.3;0.0909;0.3612;0.0456
44.3;0.1000;0.3508;0.1498
44.3;0.1111;0.3909;0.2499
44.3;0.1250;0.4337;0.4075
44.3;0.1429;0.5287;0.6230
44.3;0.1667;0.6914;0.9646
44.3;0.2000;1.0154;1.5555
44.4;0.0200;0.5618;-0.5646
44.4;0.0204;0.6453;-0.6489
44.4;0.0208;0.5657;-0.5717
44.4;0.0213;0.6572;-0.6606
44.4;0.0217;0.6551;-0.6577
44.4;0.0222;0.6537;-0.6568
44.4;0.0227;0.6507;-0.6518
44.4;0.0233;0.6472;-0.6473
44.4;0.0238;0.6423;-0.6416
44.4;0.0244;0.6368;-0.6351
44.4;0.0250;0.6309;-0.6279
44.4;0.0256;0.6249;-0.6207
44.4;0.0263;0.6173;-0.6128
44.4;0.0270;0.6098;-0.6031
44.4;0.0278;0.6011;-0.5928
44.4;0.0286;0.5913;-0.5807
44.4;0.0294;0.5806;-0.5681
44.4;0.0303;0.6321;-0.6021
44.4;0.0313;0.6192;-0.5956
44.4;0.0323;0.6042;-0.5823
44.4;0.0333;0.5925;-0.5667
44.4;0.0345;0.5776;-0.5495
44.4;0.0357;0.5627;-0.5299
44.4;0.0370;0.5436;-0.5049
44.4;0.0385;0.5288;-0.4873
44.4;0.0400;0.5076;-0.4588
44.4;0.0417;0.5309;-0.4779
44.4;0.0435;0.5113;-0.4482
44.4;0.0455;0.4882;-0.4175
44.4;0.0476;0.4642;-0.3837
44.4;0.0500;0.4407;-0.3501
44.4;0.0526;0.4528;-0.3440
44.4;0.0556;0.4288;-0.3027
44.4;0.0588;0.4007;-0.2587
44.4;0.0625;0.3999;-0.2361
44.4;0.0667;0.3754;-0.1830
44.4;0.0714;0.3748;-0.1445
44.4;0.0769;0.3505;-0.0804
44.4;0.0833;0.3544;-0.0249
44.4;0.0909;0.3600;0.0473
44.4;0.1000;0.3501;0.1514
44.4;0.1111;0.3910;0.2514
44.4;0.1250;0.4323;0.4088
44.4;0.1429;0.5281;0.6241
44.4;0.1667;0.6920;0.9653
44.4;0.2000;1.0134;1.5558
44.5;0.0200;0.5598;-0.5646
44.5;0.0204;0.5643;-0.5694
44.5;0.0208;0.6437;-0.6491
44.5;0.0213;0.6553;-0.6582
44.5;0.0217;0.6531;-0.6553
44.5;0.0222;0.6517;-0.6541
44.5;0.0227;0.6484;-0.6496
44.5;0.0233;0.6449;-0.6446
44.5;0.0238;0.6399;-0.6391
44.5;0.0244;0.6346;-0.6326
44.5;0.0250;0.6288;-0.6253
44.5;0.0256;0.6229;-0.6183
44.5;0.0263;0.6147;-0.6115
44.5;0.0270;0.6071;-0.6010
44.5;0.0278;0.5979;-0.5910
44.5;0.0286;0.5890;-0.5783
44.5;0.0294;0.5782;-0.5661
44.5;0.0303;0.6283;-0.5997
44.5;0.0313;0.6184;-0.5920
44.5;0.0323;0.6020;-0.5800
44.5;0.0333;0.5901;-0.5643
44.5;0.0345;0.5750;-0.5468
44.5;0.0357;0.5602;-0.5273
44.5;0.0370;0.5414;-0.5034
44.5;0.0385;0.5268;-0.4850
44.5;0.0400;0.5054;-0.4561
44.5;0.0417;0.5284;-0.4752
44.5;0.0435;0.5091;-0.4459
44.5;0.0455;0.4857;-0.4153
44.5;0.0476;0.4619;-0.3816
44.5;0.0500;0.4387;-0.3480
44.5;0.0526;0.4506;-0.3424
44.5;0.0556;0.4224;-0.3018
44.5;0.0588;0.3991;-0.2567
44.5;0.0625;0.4006;-0.2348
44.5;0.0667;0.3738;-0.1810
44.5;0.0714;0.3729;-0.1426
44.5;0.0769;0.3491;-0.0777
44.5;0.0833;0.3535;-0.0222
44.5;0.0909;0.3587;0.0490
44.5;0.1000;0.3485;0.1530
44.5;0.1111;0.3866;0.2528
44.5;0.1250;0.4308;0.4101
44.5;0.1429;0.5275;0.6252
44.5;0.1667;0.6943;0.9661
44.5;0.2000;1.0136;1.5587
44.6;0.0200;0.5585;-0.5623
44.6;0.0204;0.5624;-0.5674
44.6;0.0208;0.6420;-0.6473
44.6;0.0213;0.6535;-0.6562
44.6;0.0217;0.6514;-0.6533
44.6;0.0222;0.6499;-0.6522
44.6;0.0227;0.6469;-0.6472
44.6;0.0233;0.6431;-0.6427
44.6;0.0238;0.6382;-0.6367
44.6;0.0244;0.6328;-0.6305
44.6;0.0250;0.6269;-0.6231
44.6;0.0256;0.6209;-0.6162
44.6;0.0263;0.6126;-0.6094
44.6;0.0270;0.6051;-0.5986
44.6;0.0278;0.5963;-0.5880
44.6;0.0286;0.5871;-0.5762
44.6;0.0294;0.5761;-0.5637
44.6;0.0303;0.6258;-0.5974
44.6;0.0313;0.6160;-0.5896
44.6;0.0323;0.5994;-0.5773
44.6;0.0333;0.5877;-0.5617
44.6;0.0345;0.5728;-0.5445
44.6;0.0357;0.5578;-0.5250
44.6;0.0370;0.5391;-0.5012
44.6;0.0385;0.5243;-0.4823
44.6;0.0400;0.5027;-0.4539
44.6;0.0417;0.5264;-0.4730
44.6;0.0435;0.5069;-0.4437
44.6;0.0455;0.4837;-0.4131
44.6;0.0476;0.4597;-0.3794
44.6;0.0500;0.4367;-0.3458
44.6;0.0526;0.4484;-0.3403
44.6;0.0556;0.4244;-0.2985
44.6;0.0588;0.3968;-0.2546
44.6;0.0625;0.3967;-0.2300
44.6;0.0667;0.3743;-0.1783
44.6;0.0714;0.3711;-0.1406
44.6;0.0769;0.3468;-0.0758
44.6;0.0833;0.3491;-0.0213
44.6;0.0909;0.3575;0.0507
44.6;0.1000;0.3478;0.1546
44.6;0.1111;0.3879;0.2530
44.6;0.1250;0.4306;0.4114
44.6;0.1429;0.5269;0.6263
44.6;0.1667;0.6896;0.9668
44.6;0.2000;1.0138;1.5590
44.7;0.0200;0.5577;-0.5603
44.7;0.0204;0.6403;-0.6437
44.7;0.0208;0.5606;-0.5665
44.7;0.0213;0.6518;-0.6551
44.7;0.0217;0.6497;-0.6520
44.7;0.0222;0.6482;-0.6509
44.7;0.0227;0.6452;-0.6460
44.7;0.0233;0.6413;-0.6413
44.7;0.0238;0.6363;-0.6353
44.7;0.0244;0.6310;-0.6289
44.7;0.0250;0.6250;-0.6215
44.7;0.0256;0.6187;-0.6141
44.7;0.0263;0.6112;-0.6062
44.7;0.0270;0.6033;-0.5965
44.7;0.0278;0.5945;-0.5860
44.7;0.0286;0.5848;-0.5739
44.7;0.0294;0.5740;-0.5611
44.7;0.0303;0.6253;-0.5950
44.7;0.0313;0.6123;-0.5883
44.7;0.0323;0.5971;-0.5750
44.7;0.0333;0.5856;-0.5594
44.7;0.0345;0.5705;-0.5422
44.7;0.0357;0.5554;-0.5227
44.7;0.0370;0.5368;-0.4977
44.7;0.0385;0.5219;-0.4801
44.7;0.0400;0.5005;-0.4516
44.7;0.0417;0.5239;-0.4703
44.7;0.0435;0.5046;-0.4411
44.7;0.0455;0.4812;-0.4104
44.7;0.0476;0.4574;-0.3767
44.7;0.0500;0.4342;-0.3432
44.7;0.0526;0.4466;-0.3376
44.7;0.0556;0.4224;-0.2964
44.7;0.0588;0.3952;-0.2526
44.7;0.0625;0.3961;-0.2294
44.7;0.0667;0.3694;-0.1764
44.7;0.0714;0.3692;-0.1387
44.7;0.0769;0.3454;-0.0757
44.7;0.0833;0.3465;-0.0205
44.7;0.0909;0.3562;0.0524
44.7;0.1000;0.3462;0.1562
44.7;0.1111;0.3868;0.2558
44.7;0.1250;0.4291;0.4126
44.7;0.1429;0.5248;0.6273
44.7;0.1667;0.6884;0.9675
44.7;0.2000;1.0139;1.5592
44.8;0.0200;0.5557;-0.5594
44.8;0.0204;0.5592;-0.5642
44.8;0.0208;0.6386;-0.6438
44.8;0.0213;0.6500;-0.6527
44.8;0.0217;0.6477;-0.6496
44.8;0.0222;0.6462;-0.6485
44.8;0.0227;0.6426;-0.6438
44.8;0.0233;0.6392;-0.6386
44.8;0.0238;0.6341;-0.6330
44.8;0.0244;0.6287;-0.6265
44.8;0.0250;0.6228;-0.6192
44.8;0.0256;0.6169;-0.6120
44.8;0.0263;0.6085;-0.6050
44.8;0.0270;0.6008;-0.5942
44.8;0.0278;0.5915;-0.5842
44.8;0.0286;0.5825;-0.5715
44.8;0.0294;0.5718;-0.5593
44.8;0.0303;0.6212;-0.5924
44.8;0.0313;0.6114;-0.5847
44.8;0.0323;0.5949;-0.5727
44.8;0.0333;0.5832;-0.5571
44.8;0.0345;0.5682;-0.5396
44.8;0.0357;0.5532;-0.5201
44.8;0.0370;0.5346;-0.4962
44.8;0.0385;0.5198;-0.4778
44.8;0.0400;0.4982;-0.4490
44.8;0.0417;0.5214;-0.4681
44.8;0.0435;0.5023;-0.4389
44.8;0.0455;0.4792;-0.4083
44.8;0.0476;0.4552;-0.3746
44.8;0.0500;0.4322;-0.3410
44.8;0.0526;0.4444;-0.3361
44.8;0.0556;0.4165;-0.2950
44.8;0.0588;0.3929;-0.2499
44.8;0.0625;0.3929;-0.2281
44.8;0.0667;0.3718;-0.1788
44.8;0.0714;0.3680;-0.1368
44.8;0.0769;0.3439;-0.0730
44.8;0.0833;0.3464;-0.0187
44.8;0.0909;0.3549;0.0531
44.8;0.1000;0.3445;0.1566
44.8;0.1111;0.3823;0.2559
44.8;0.1250;0.4276;0.4139
44.8;0.1429;0.5241;0.6283
44.8;0.1667;0.6925;0.9682
44.8;0.2000;1.0119;1.5594
44.9;0.0200;0.5544;-0.5576
44.9;0.0204;0.5577;-0.5625
44.9;0.0208;0.6368;-0.6420
44.9;0.0213;0.6481;-0.6507
44.9;0.0217;0.6459;-0.6477
44.9;0.0222;0.6443;-0.6466
44.9;0.0227;0.6413;-0.6414
44.9;0.0233;0.6374;-0.6367
44.9;0.0238;0.6324;-0.6308
44.9;0.0244;0.6269;-0.6241
44.9;0.0250;0.6207;-0.6171
44.9;0.0256;0.6146;-0.6099
44.9;0.0263;0.6064;-0.6029
44.9;0.0270;0.5987;-0.5921
44.9;0.0278;0.5899;-0.5816
44.9;0.0286;0.5805;-0.5692
44.9;0.0294;0.5697;-0.5570
44.9;0.0303;0.6189;-0.5901
44.9;0.0313;0.6090;-0.5824
44.9;0.0323;0.5926;-0.5701
44.9;0.0333;0.5807;-0.5544
44.9;0.0345;0.5659;-0.5373
44.9;0.0357;0.5508;-0.5178
44.9;0.0370;0.5323;-0.4936
44.9;0.0385;0.5173;-0.4752
44.9;0.0400;0.4959;-0.4468
44.9;0.0417;0.5193;-0.4659
44.9;0.0435;0.5000;-0.4362
44.9;0.0455;0.4766;-0.4061
44.9;0.0476;0.4534;-0.3724
44.9;0.0500;0.4302;-0.3389
44.9;0.0526;0.4421;-0.3340
44.9;0.0556;0.4184;-0.2923
44.9;0.0588;0.3912;-0.2479
44.9;0.0625;0.3909;-0.2261
44.9;0.0667;0.3702;-0.1769
44.9;0.0714;0.3661;-0.1350
44.9;0.0769;0.3425;-0.0711
44.9;0.0833;0.3437;-0.0170
44.9;0.0909;0.3536;0.0547
44.9;0.1000;0.3438;0.1581
44.9;0.1111;0.3836;0.2573
44.9;0.1250;0.4273;0.4152
44.9;0.1429;0.5250;0.6293
44.9;0.1667;0.6878;0.9689
44.9;0.2000;1.0120;1.5595
45;0.0200;0.5532;-0.5558
45;0.0204;0.6124;-0.6176
45;0.0208;0.5589;-0.5600
45;0.0213;0.6466;-0.6494
45;0.0217;0.6441;-0.6464
45;0.0222;0.6427;-0.6451
45;0.0227;0.6391;-0.6405
45;0.0233;0.6355;-0.6353
45;0.0238;0.6302;-0.6295
45;0.0244;0.6248;-0.6228
45;0.0250;0.6190;-0.6152
45;0.0256;0.6128;-0.6078
45;0.0263;0.6050;-0.5997
45;0.0270;0.5970;-0.5901
45;0.0278;0.5877;-0.5798
45;0.0286;0.5782;-0.5672
45;0.0294;0.5672;-0.5544
45;0.0303;0.6166;-0.5910
45;0.0313;0.6046;-0.5850
45;0.0323;0.5903;-0.5671
45;0.0333;0.5776;-0.5504
45;0.0345;0.5636;-0.5351
45;0.0357;0.5479;-0.5148
45;0.0370;0.5307;-0.4914
45;0.0385;0.5137;-0.4689
45;0.0400;0.4936;-0.4446
45;0.0417;0.5168;-0.4633
45;0.0435;0.4977;-0.4341
45;0.0455;0.4746;-0.4035
45;0.0476;0.4515;-0.3703
45;0.0500;0.4281;-0.3368
45;0.0526;0.4403;-0.3308
45;0.0556;0.4119;-0.2897
45;0.0588;0.3889;-0.2459
45;0.0625;0.3890;-0.2242
45;0.0667;0.3680;-0.1750
45;0.0714;0.3657;-0.1339
45;0.0769;0.3410;-0.0702
45;0.0833;0.3453;-0.0143
45;0.0909;0.3495;0.0553
45;0.1000;0.3421;0.1597
45;0.1111;0.3802;0.2587
45;0.1250;0.4271;0.4164
45;0.1429;0.5228;0.6303
45;0.1667;0.6919;0.9695
45;0.2000;1.0121;1.5597
45.1;0.0200;0.5516;-0.5547
45.1;0.0204;0.5541;-0.5587
45.1;0.0208;0.6334;-0.6383
45.1;0.0213;0.6447;-0.6471
45.1;0.0217;0.6424;-0.6441
45.1;0.0222;0.6405;-0.6428
45.1;0.0227;0.6375;-0.6374
45.1;0.0233;0.6335;-0.6327
45.1;0.0238;0.6285;-0.6266
45.1;0.0244;0.6228;-0.6202
45.1;0.0250;0.6168;-0.6129
45.1;0.0256;0.6107;-0.6058
45.1;0.0263;0.6022;-0.5985
45.1;0.0270;0.5946;-0.5877
45.1;0.0278;0.5855;-0.5769
45.1;0.0286;0.5761;-0.5649
45.1;0.0294;0.5653;-0.5524
45.1;0.0303;0.6143;-0.5858
45.1;0.0313;0.6047;-0.5775
45.1;0.0323;0.5883;-0.5648
45.1;0.0333;0.5751;-0.5485
45.1;0.0345;0.5613;-0.5325
45.1;0.0357;0.5447;-0.5114
45.1;0.0370;0.5280;-0.4900
45.1;0.0385;0.5111;-0.4667
45.1;0.0400;0.4917;-0.4420
45.1;0.0417;0.5147;-0.4611
45.1;0.0435;0.4954;-0.4314
45.1;0.0455;0.4725;-0.4014
45.1;0.0476;0.4492;-0.3682
45.1;0.0500;0.4261;-0.3342
45.1;0.0526;0.4380;-0.3293
45.1;0.0556;0.4144;-0.2877
45.1;0.0588;0.3872;-0.2439
45.1;0.0625;0.3870;-0.2215
45.1;0.0667;0.3630;-0.1709
45.1;0.0714;0.3645;-0.1320
45.1;0.0769;0.3395;-0.0675
45.1;0.0833;0.3418;-0.0135
45.1;0.0909;0.3472;0.0559
45.1;0.1000;0.3414;0.1612
45.1;0.1111;0.3815;0.2601
45.1;0.1250;0.4256;0.4176
45.1;0.1429;0.5222;0.6313
45.1;0.1667;0.6871;0.9724
45.1;0.2000;1.0123;1.5626
45.2;0.0200;0.5503;-0.5527
45.2;0.0204;0.6321;-0.6354
45.2;0.0208;0.5524;-0.5581
45.2;0.0213;0.6430;-0.6458
45.2;0.0217;0.6406;-0.6426
45.2;0.0222;0.6389;-0.6413
45.2;0.0227;0.6358;-0.6362
45.2;0.0233;0.6318;-0.6314
45.2;0.0238;0.6267;-0.6253
45.2;0.0244;0.6212;-0.6186
45.2;0.0250;0.6148;-0.6111
45.2;0.0256;0.6086;-0.6034
45.2;0.0263;0.6006;-0.5954
45.2;0.0270;0.5928;-0.5857
45.2;0.0278;0.5839;-0.5749
45.2;0.0286;0.5741;-0.5629
45.2;0.0294;0.5632;-0.5498
45.2;0.0303;0.6135;-0.5836
45.2;0.0313;0.6009;-0.5765
45.2;0.0323;0.5859;-0.5623
45.2;0.0333;0.5729;-0.5459
45.2;0.0345;0.5590;-0.5302
45.2;0.0357;0.5433;-0.5100
45.2;0.0370;0.5261;-0.4866
45.2;0.0385;0.5090;-0.4641
45.2;0.0400;0.4894;-0.4398
45.2;0.0417;0.5126;-0.4585
45.2;0.0435;0.4931;-0.4293
45.2;0.0455;0.4704;-0.3992
45.2;0.0476;0.4474;-0.3661
45.2;0.0500;0.4235;-0.3321
45.2;0.0526;0.4363;-0.3267
45.2;0.0556;0.4123;-0.2856
45.2;0.0588;0.3849;-0.2419
45.2;0.0625;0.3850;-0.2203
45.2;0.0667;0.3613;-0.1682
45.2;0.0714;0.3626;-0.1310
45.2;0.0769;0.3372;-0.0666
45.2;0.0833;0.3399;-0.0127
45.2;0.0909;0.3459;0.0576
45.2;0.1000;0.3396;0.1628
45.2;0.1111;0.3815;0.2602
45.2;0.1250;0.4253;0.4173
45.2;0.1429;0.5215;0.6323
45.2;0.1667;0.6858;0.9730
45.2;0.2000;1.0102;1.5627
45.3;0.0200;0.5488;-0.5514
45.3;0.0204;0.6304;-0.6334
45.3;0.0208;0.5507;-0.5564
45.3;0.0213;0.6413;-0.6439
45.3;0.0217;0.6387;-0.6407
45.3;0.0222;0.6372;-0.6395
45.3;0.0227;0.6335;-0.6346
45.3;0.0233;0.6299;-0.6293
45.3;0.0238;0.6245;-0.6234
45.3;0.0244;0.6190;-0.6166
45.3;0.0250;0.6128;-0.6090
45.3;0.0256;0.6065;-0.6014
45.3;0.0263;0.5986;-0.5933
45.3;0.0270;0.5908;-0.5834
45.3;0.0278;0.5814;-0.5732
45.3;0.0286;0.5720;-0.5606
45.3;0.0294;0.5610;-0.5479
45.3;0.0303;0.6111;-0.5813
45.3;0.0313;0.5987;-0.5743
45.3;0.0323;0.5836;-0.5600
45.3;0.0333;0.5707;-0.5433
45.3;0.0345;0.5566;-0.5280
45.3;0.0357;0.5411;-0.5078
45.3;0.0370;0.5237;-0.4844
45.3;0.0385;0.5069;-0.4619
45.3;0.0400;0.4870;-0.4376
45.3;0.0417;0.5101;-0.4563
45.3;0.0435;0.4908;-0.4272
45.3;0.0455;0.4678;-0.3966
45.3;0.0476;0.4451;-0.3635
45.3;0.0500;0.4214;-0.3301
45.3;0.0526;0.4339;-0.3247
45.3;0.0556;0.4058;-0.2836
45.3;0.0588;0.3832;-0.2399
45.3;0.0625;0.3855;-0.2183
45.3;0.0667;0.3590;-0.1656
45.3;0.0714;0.3606;-0.1291
45.3;0.0769;0.3357;-0.0648
45.3;0.0833;0.3389;-0.0110
45.3;0.0909;0.3445;0.0592
45.3;0.1000;0.3389;0.1643
45.3;0.1111;0.3770;0.2629
45.3;0.1250;0.4237;0.4185
45.3;0.1429;0.5208;0.6333
45.3;0.1667;0.6899;0.9736
45.3;0.2000;1.0103;1.5628
45.4;0.0200;0.5470;-0.5505
45.4;0.0204;0.5498;-0.5544
45.4;0.0208;0.6283;-0.6332
45.4;0.0213;0.6394;-0.6416
45.4;0.0217;0.6369;-0.6384
45.4;0.0222;0.6353;-0.6369
45.4;0.0227;0.6320;-0.6316
45.4;0.0233;0.6278;-0.6267
45.4;0.0238;0.6227;-0.6206
45.4;0.0244;0.6169;-0.6140
45.4;0.0250;0.6108;-0.6065
45.4;0.0256;0.6044;-0.5994
45.4;0.0263;0.5961;-0.5922
45.4;0.0270;0.5884;-0.5811
45.4;0.0278;0.5795;-0.5707
45.4;0.0286;0.5697;-0.5584
45.4;0.0294;0.5587;-0.5459
45.4;0.0303;0.6076;-0.5787
45.4;0.0313;0.5978;-0.5707
45.4;0.0323;0.5813;-0.5578
45.4;0.0333;0.5682;-0.5411
45.4;0.0345;0.5543;-0.5254
45.4;0.0357;0.5379;-0.5044
45.4;0.0370;0.5214;-0.4830
45.4;0.0385;0.5043;-0.4594
45.4;0.0400;0.4847;-0.4350
45.4;0.0417;0.5079;-0.4538
45.4;0.0435;0.4889;-0.4246
45.4;0.0455;0.4657;-0.3945
45.4;0.0476;0.4432;-0.3614
45.4;0.0500;0.4193;-0.3280
45.4;0.0526;0.4316;-0.3226
45.4;0.0556;0.4083;-0.2816
45.4;0.0588;0.3815;-0.2380
45.4;0.0625;0.3816;-0.2144
45.4;0.0667;0.3601;-0.1630
45.4;0.0714;0.3594;-0.1273
45.4;0.0769;0.3342;-0.0622
45.4;0.0833;0.3362;-0.0093
45.4;0.0909;0.3432;0.0608
45.4;0.1000;0.3372;0.1646
45.4;0.1111;0.3782;0.2629
45.4;0.1250;0.4221;0.4197
45.4;0.1429;0.5201;0.6325
45.4;0.1667;0.6851;0.9743
45.4;0.2000;1.0104;1.5630
45.5;0.0200;0.5461;-0.5485
45.5;0.0204;0.6273;-0.6302
45.5;0.0208;0.5477;-0.5530
45.5;0.0213;0.6378;-0.6403
45.5;0.0217;0.6353;-0.6372
45.5;0.0222;0.6336;-0.6357
45.5;0.0227;0.6301;-0.6304
45.5;0.0233;0.6261;-0.6254
45.5;0.0238;0.6209;-0.6193
45.5;0.0244;0.6153;-0.6125
45.5;0.0250;0.6088;-0.6050
45.5;0.0256;0.6026;-0.5974
45.5;0.0263;0.5947;-0.5891
45.5;0.0270;0.5869;-0.5792
45.5;0.0278;0.5778;-0.5684
45.5;0.0286;0.5676;-0.5561
45.5;0.0294;0.5568;-0.5434
45.5;0.0303;0.6067;-0.5765
45.5;0.0313;0.5940;-0.5695
45.5;0.0323;0.5792;-0.5552
45.5;0.0333;0.5660;-0.5389
45.5;0.0345;0.5523;-0.5232
45.5;0.0357;0.5364;-0.5030
45.5;0.0370;0.5194;-0.4796
45.5;0.0385;0.5022;-0.4572
45.5;0.0400;0.4827;-0.4329
45.5;0.0417;0.5058;-0.4516
45.5;0.0435;0.4865;-0.4225
45.5;0.0455;0.4636;-0.3920
45.5;0.0476;0.4408;-0.3594
45.5;0.0500;0.4172;-0.3260
45.5;0.0526;0.4298;-0.3201
45.5;0.0556;0.4067;-0.2797
45.5;0.0588;0.3797;-0.2360
45.5;0.0625;0.3815;-0.2138
45.5;0.0667;0.3551;-0.1619
45.5;0.0714;0.3574;-0.1255
45.5;0.0769;0.3326;-0.0622
45.5;0.0833;0.3368;-0.0077
45.5;0.0909;0.3428;0.0624
45.5;0.1000;0.3364;0.1661
45.5;0.1111;0.3782;0.2630
45.5;0.1250;0.4219;0.4209
45.5;0.1429;0.5194;0.6352
45.5;0.1667;0.6838;0.9749
45.5;0.2000;1.0104;1.5631
45.6;0.0200;0.5438;-0.5477
45.6;0.0204;0.6243;-0.6294
45.6;0.0208;0.5487;-0.5509
45.6;0.0213;0.6359;-0.6380
45.6;0.0217;0.6332;-0.6347
45.6;0.0222;0.6316;-0.6332
45.6;0.0227;0.6281;-0.6279
45.6;0.0233;0.6240;-0.6228
45.6;0.0238;0.6189;-0.6168
45.6;0.0244;0.6132;-0.6099
45.6;0.0250;0.6068;-0.6024
45.6;0.0256;0.6004;-0.5951
45.6;0.0263;0.5922;-0.5879
45.6;0.0270;0.5842;-0.5769
45.6;0.0278;0.5753;-0.5662
45.6;0.0286;0.5655;-0.5539
45.6;0.0294;0.5546;-0.5415
45.6;0.0303;0.6044;-0.5736
