A.Ilyin, Y.Pronina  Curved pipes subjected to mechanochemical corrosion under pressure: Analytical and numerical estimates of the lifetime ;;;
Data set for constructing the error maps presented in Figure 7;;;
Error_1 is for Figure 7(a), Error_2 is for Figure 7(b), ;;;
##################################;;;
R/ro;h/ro;Error_1;Error_2
30.5;0.0435;0.9930;-0.9600
30.5;0.0455;0.9717;-0.9270
30.5;0.0476;0.9440;-0.8910
30.5;0.0500;0.9149;-0.8507
30.5;0.0526;0.9276;-0.8441
30.5;0.0556;0.8893;-0.7949
30.5;0.0588;0.8539;-0.7375
30.5;0.0625;0.8432;-0.7060
30.5;0.0667;0.8023;-0.6366
30.5;0.0714;0.7862;-0.5842
30.5;0.0769;0.7396;-0.5011
30.5;0.0833;0.7193;-0.4175
30.5;0.0909;0.6970;-0.3218
30.5;0.1000;0.6606;-0.1877
30.5;0.1111;0.6693;-0.0591
30.5;0.1250;0.6789;0.1324
30.5;0.1429;0.7344;0.3796
30.5;0.1667;0.8572;0.7573
30.5;0.2000;1.1316;1.3842
30.6;0.0200;0.7735;-0.7867
30.6;0.0204;0.8906;-0.9072
30.6;0.0208;0.8169;-0.8309
30.6;0.0213;0.9314;-0.9468
30.6;0.0217;0.9378;-0.9541
30.6;0.0222;0.9463;-0.9622
30.6;0.0227;0.9519;-0.9674
30.6;0.0233;0.9582;-0.9726
30.6;0.0238;0.9626;-0.9766
30.6;0.0244;0.9666;-0.9805
30.6;0.0250;0.9703;-0.9833
30.6;0.0256;0.9742;-0.9866
30.6;0.0263;0.9757;-0.9903
30.6;0.0270;0.9768;-0.9902
30.6;0.0278;0.9774;-0.9893
30.6;0.0286;0.9778;-0.9862
30.6;0.0294;0.9758;-0.9833
30.6;0.0303;1.0500;-1.0544
30.6;0.0313;1.0487;-1.0485
30.6;0.0323;1.0423;-1.0419
30.6;0.0333;1.0361;-1.0324
30.6;0.0345;1.0288;-1.0244
30.6;0.0357;1.0174;-1.0090
30.6;0.0370;1.0052;-0.9915
30.6;0.0385;0.9923;-0.9727
30.6;0.0400;0.9753;-0.9510
30.6;0.0417;1.0102;-0.9835
30.6;0.0435;0.9882;-0.9547
30.6;0.0455;0.9668;-0.9216
30.6;0.0476;0.9391;-0.8857
30.6;0.0500;0.9099;-0.8454
30.6;0.0526;0.9220;-0.8400
30.6;0.0556;0.8836;-0.7891
30.6;0.0588;0.8481;-0.7323
30.6;0.0625;0.8380;-0.7001
30.6;0.0667;0.7977;-0.6315
30.6;0.0714;0.7808;-0.5791
30.6;0.0769;0.7356;-0.4960
30.6;0.0833;0.7137;-0.4144
30.6;0.0909;0.6921;-0.3179
30.6;0.1000;0.6578;-0.1840
30.6;0.1111;0.6666;-0.0557
30.6;0.1250;0.6738;0.1355
30.6;0.1429;0.7321;0.3822
30.6;0.1667;0.8570;0.7592
30.6;0.2000;1.1302;1.3851
30.7;0.0200;0.7729;-0.7838
30.7;0.0204;0.8911;-0.9046
30.7;0.0208;0.8114;-0.8306
30.7;0.0213;0.9294;-0.9451
30.7;0.0217;0.9357;-0.9525
30.7;0.0222;0.9442;-0.9604
30.7;0.0227;0.9498;-0.9657
30.7;0.0233;0.9557;-0.9705
30.7;0.0238;0.9602;-0.9746
30.7;0.0244;0.9642;-0.9781
30.7;0.0250;0.9677;-0.9807
30.7;0.0256;0.9712;-0.9835
30.7;0.0263;0.9732;-0.9857
30.7;0.0270;0.9738;-0.9865
30.7;0.0278;0.9745;-0.9853
30.7;0.0286;0.9740;-0.9823
30.7;0.0294;0.9721;-0.9788
30.7;0.0303;1.0510;-1.0391
30.7;0.0313;1.0453;-1.0418
30.7;0.0323;1.0376;-1.0379
30.7;0.0333;1.0350;-1.0298
30.7;0.0345;1.0244;-1.0197
30.7;0.0357;1.0151;-1.0059
30.7;0.0370;1.0015;-0.9866
30.7;0.0385;0.9894;-0.9706
30.7;0.0400;0.9705;-0.9461
30.7;0.0417;1.0054;-0.9782
30.7;0.0435;0.9829;-0.9494
30.7;0.0455;0.9614;-0.9164
30.7;0.0476;0.9336;-0.8805
30.7;0.0500;0.9044;-0.8397
30.7;0.0526;0.9170;-0.8336
30.7;0.0556;0.8785;-0.7845
30.7;0.0588;0.8435;-0.7272
30.7;0.0625;0.8346;-0.6950
30.7;0.0667;0.7924;-0.6249
30.7;0.0714;0.7761;-0.5740
30.7;0.0769;0.7309;-0.4911
30.7;0.0833;0.7106;-0.4095
30.7;0.0909;0.6882;-0.3141
30.7;0.1000;0.6538;-0.1793
30.7;0.1111;0.6627;-0.0524
30.7;0.1250;0.6738;0.1385
30.7;0.1429;0.7298;0.3865
30.7;0.1667;0.8550;0.7632
30.7;0.2000;1.1287;1.3860
30.8;0.0200;0.7715;-0.7825
30.8;0.0204;0.8547;-0.8684
30.8;0.0208;0.8142;-0.8262
30.8;0.0213;0.9273;-0.9429
30.8;0.0217;0.9335;-0.9502
30.8;0.0222;0.9423;-0.9578
30.8;0.0227;0.9479;-0.9626
30.8;0.0233;0.9534;-0.9678
30.8;0.0238;0.9577;-0.9716
30.8;0.0244;0.9616;-0.9750
30.8;0.0250;0.9649;-0.9777
30.8;0.0256;0.9683;-0.9805
30.8;0.0263;0.9702;-0.9822
30.8;0.0270;0.9708;-0.9833
30.8;0.0278;0.9717;-0.9814
30.8;0.0286;0.9708;-0.9787
30.8;0.0294;0.9686;-0.9753
30.8;0.0303;1.0472;-1.0385
30.8;0.0313;1.0391;-1.0423
30.8;0.0323;1.0332;-1.0335
30.8;0.0333;1.0306;-1.0255
30.8;0.0345;1.0203;-1.0151
30.8;0.0357;1.0107;-1.0009
30.8;0.0370;0.9967;-0.9816
30.8;0.0385;0.9846;-0.9657
30.8;0.0400;0.9660;-0.9408
30.8;0.0417;1.0005;-0.9729
30.8;0.0435;0.9780;-0.9441
30.8;0.0455;0.9565;-0.9106
30.8;0.0476;0.9286;-0.8747
30.8;0.0500;0.8994;-0.8345
30.8;0.0526;0.9119;-0.8284
30.8;0.0556;0.8734;-0.7787
30.8;0.0588;0.8383;-0.7214
30.8;0.0625;0.8274;-0.6892
30.8;0.0667;0.7877;-0.6199
30.8;0.0714;0.7714;-0.5690
30.8;0.0769;0.7261;-0.4861
30.8;0.0833;0.7057;-0.4027
30.8;0.0909;0.6842;-0.3093
30.8;0.1000;0.6498;-0.1757
30.8;0.1111;0.6599;-0.0464
30.8;0.1250;0.6699;0.1414
30.8;0.1429;0.7275;0.3890
30.8;0.1667;0.8530;0.7651
30.8;0.2000;1.1272;1.3896
30.9;0.0200;0.7691;-0.7818
30.9;0.0204;0.7936;-0.8091
30.9;0.0208;0.9004;-0.9174
30.9;0.0213;0.9251;-0.9404
30.9;0.0217;0.9226;-0.9360
30.9;0.0222;0.9401;-0.9547
30.9;0.0227;0.9454;-0.9596
30.9;0.0233;0.9506;-0.9648
30.9;0.0238;0.9550;-0.9685
30.9;0.0244;0.9586;-0.9719
30.9;0.0250;0.9620;-0.9744
30.9;0.0256;0.9654;-0.9776
30.9;0.0263;0.9743;-0.9653
30.9;0.0270;0.9738;-0.9661
30.9;0.0278;0.9681;-0.9783
30.9;0.0286;0.9675;-0.9754
30.9;0.0294;0.9665;-0.9665
30.9;0.0303;1.0416;-1.0302
30.9;0.0313;1.0383;-1.0324
30.9;0.0323;1.0295;-1.0292
30.9;0.0333;1.0262;-1.0209
30.9;0.0345;1.0159;-1.0105
30.9;0.0357;1.0062;-0.9964
30.9;0.0370;0.9922;-0.9779
30.9;0.0385;0.9801;-0.9613
30.9;0.0400;0.9612;-0.9360
30.9;0.0417;0.9956;-0.9677
30.9;0.0435;0.9730;-0.9389
30.9;0.0455;0.9515;-0.9054
30.9;0.0476;0.9236;-0.8695
30.9;0.0500;0.8948;-0.8293
30.9;0.0526;0.9068;-0.8222
30.9;0.0556;0.8682;-0.7736
30.9;0.0588;0.8342;-0.7170
30.9;0.0625;0.8234;-0.6849
30.9;0.0667;0.7836;-0.6156
30.9;0.0714;0.7666;-0.5640
30.9;0.0769;0.7220;-0.4820
30.9;0.0833;0.7008;-0.4007
30.9;0.0909;0.6801;-0.3056
30.9;0.1000;0.6458;-0.1722
30.9;0.1111;0.6559;-0.0445
30.9;0.1250;0.6672;0.1459
30.9;0.1429;0.7251;0.3914
30.9;0.1667;0.8510;0.7669
30.9;0.2000;1.1257;1.3904
31;0.0200;0.7686;-0.7794
31;0.0204;0.8850;-0.8983
31;0.0208;0.8059;-0.8249
31;0.0213;0.9232;-0.9387
31;0.0217;0.9205;-0.9335
31;0.0222;0.9379;-0.9530
31;0.0227;0.9432;-0.9578
31;0.0233;0.9485;-0.9628
31;0.0238;0.9525;-0.9663
31;0.0244;0.9561;-0.9696
31;0.0250;0.9592;-0.9719
31;0.0256;0.9625;-0.9744
31;0.0263;0.9688;-0.9671
31;0.0270;0.9651;-0.9758
31;0.0278;0.9651;-0.9745
31;0.0286;0.9639;-0.9716
31;0.0294;0.9617;-0.9661
31;0.0303;1.0396;-1.0269
31;0.0313;1.0333;-1.0291
31;0.0323;1.0263;-1.0239
31;0.0333;1.0194;-1.0142
31;0.0345;1.0117;-1.0060
31;0.0357;1.0017;-0.9919
31;0.0370;0.9877;-0.9723
31;0.0385;0.9737;-0.9528
31;0.0400;0.9566;-0.9308
31;0.0417;0.9906;-0.9625
31;0.0435;0.9680;-0.9337
31;0.0455;0.9451;-0.8998
31;0.0476;0.9190;-0.8644
31;0.0500;0.8897;-0.8236
31;0.0526;0.9016;-0.8165
31;0.0556;0.8641;-0.7679
31;0.0588;0.8290;-0.7113
31;0.0625;0.8186;-0.6792
31;0.0667;0.7788;-0.6106
31;0.0714;0.7618;-0.5583
31;0.0769;0.7195;-0.4720
31;0.0833;0.6976;-0.3949
31;0.0909;0.6816;-0.3008
31;0.1000;0.6428;-0.1675
31;0.1111;0.6530;-0.0413
31;0.1250;0.6619;0.1487
31;0.1429;0.7211;0.3956
31;0.1667;0.8471;0.7686
31;0.2000;1.1241;1.3938
31.1;0.0200;0.7659;-0.7786
31.1;0.0204;0.7904;-0.8056
31.1;0.0208;0.8965;-0.9134
31.1;0.0213;0.9210;-0.9361
31.1;0.0217;0.9271;-0.9428
31.1;0.0222;0.9350;-0.9504
31.1;0.0227;0.9403;-0.9550
31.1;0.0233;0.9459;-0.9597
31.1;0.0238;0.9496;-0.9630
31.1;0.0244;0.9531;-0.9663
31.1;0.0250;0.9563;-0.9684
31.1;0.0256;0.9596;-0.9712
31.1;0.0263;0.9605;-0.9741
31.1;0.0270;0.9609;-0.9733
31.1;0.0278;0.9609;-0.9718
31.1;0.0286;0.9608;-0.9682
31.1;0.0294;0.9581;-0.9646
31.1;0.0303;1.0339;-1.0225
31.1;0.0313;1.0306;-1.0238
31.1;0.0323;1.0224;-1.0197
31.1;0.0333;1.0152;-1.0100
31.1;0.0345;1.0072;-1.0015
31.1;0.0357;0.9972;-0.9874
31.1;0.0370;0.9828;-0.9683
31.1;0.0385;0.9692;-0.9484
31.1;0.0400;0.9521;-0.9260
31.1;0.0417;0.9860;-0.9573
31.1;0.0435;0.9634;-0.9286
31.1;0.0455;0.9405;-0.8946
31.1;0.0476;0.9139;-0.8593
31.1;0.0500;0.8845;-0.8185
31.1;0.0526;0.8964;-0.8131
31.1;0.0556;0.8588;-0.7623
31.1;0.0588;0.8236;-0.7056
31.1;0.0625;0.8157;-0.6742
31.1;0.0667;0.7734;-0.6050
31.1;0.0714;0.7569;-0.5534
31.1;0.0769;0.7154;-0.4680
31.1;0.0833;0.6926;-0.3911
31.1;0.0909;0.6785;-0.2961
31.1;0.1000;0.6387;-0.1641
31.1;0.1111;0.6501;-0.0355
31.1;0.1250;0.6618;0.1516
31.1;0.1429;0.7187;0.3962
31.1;0.1667;0.8485;0.7725
31.1;0.2000;1.1225;1.3945
31.2;0.0200;0.7646;-0.7772
31.2;0.0204;0.8797;-0.8959
31.2;0.0208;0.8059;-0.8197
31.2;0.0213;0.9191;-0.9338
31.2;0.0217;0.9248;-0.9405
31.2;0.0222;0.9333;-0.9477
31.2;0.0227;0.9383;-0.9521
31.2;0.0233;0.9432;-0.9570
31.2;0.0238;0.9473;-0.9605
31.2;0.0244;0.9508;-0.9633
31.2;0.0250;0.9535;-0.9655
31.2;0.0256;0.9566;-0.9683
31.2;0.0263;0.9576;-0.9711
31.2;0.0270;0.9586;-0.9695
31.2;0.0278;0.9583;-0.9677
31.2;0.0286;0.9574;-0.9647
31.2;0.0294;0.9547;-0.9609
31.2;0.0303;1.0321;-1.0189
31.2;0.0313;1.0249;-1.0235
31.2;0.0323;1.0182;-1.0155
31.2;0.0333;1.0110;-1.0055
31.2;0.0345;1.0030;-0.9970
31.2;0.0357;0.9930;-0.9826
31.2;0.0370;0.9786;-0.9635
31.2;0.0385;0.9650;-0.9432
31.2;0.0400;0.9475;-0.9213
31.2;0.0417;0.9810;-0.9522
31.2;0.0435;0.9584;-0.9230
31.2;0.0455;0.9354;-0.8890
31.2;0.0476;0.9092;-0.8537
31.2;0.0500;0.8798;-0.8135
31.2;0.0526;0.8917;-0.8075
31.2;0.0556;0.8535;-0.7579
31.2;0.0588;0.8189;-0.7006
31.2;0.0625;0.8084;-0.6686
31.2;0.0667;0.7685;-0.6001
31.2;0.0714;0.7528;-0.5486
31.2;0.0769;0.7104;-0.4632
31.2;0.0833;0.6893;-0.3864
31.2;0.0909;0.6743;-0.2915
31.2;0.1000;0.6356;-0.1595
31.2;0.1111;0.6472;-0.0336
31.2;0.1250;0.6591;0.1544
31.2;0.1429;0.7177;0.4003
31.2;0.1667;0.8464;0.7742
31.2;0.2000;1.1252;1.4006
31.3;0.0200;0.7632;-0.7756
31.3;0.0204;0.7876;-0.8028
31.3;0.0208;0.8928;-0.9093
31.3;0.0213;0.9169;-0.9317
31.3;0.0217;0.9141;-0.9271
31.3;0.0222;0.9310;-0.9452
31.3;0.0227;0.9360;-0.9497
31.3;0.0233;0.9408;-0.9544
31.3;0.0238;0.9446;-0.9577
31.3;0.0244;0.9479;-0.9606
31.3;0.0250;0.9507;-0.9626
31.3;0.0256;0.9538;-0.9653
31.3;0.0263;0.9620;-0.9527
31.3;0.0270;0.9553;-0.9659
31.3;0.0278;0.9551;-0.9646
31.3;0.0286;0.9540;-0.9610
31.3;0.0294;0.9525;-0.9517
31.3;0.0303;1.0263;-1.0144
31.3;0.0313;1.0228;-1.0157
31.3;0.0323;1.0142;-1.0114
31.3;0.0333;1.0071;-1.0014
31.3;0.0345;0.9987;-0.9922
31.3;0.0357;0.9884;-0.9778
31.3;0.0370;0.9740;-0.9591
31.3;0.0385;0.9603;-0.9385
31.3;0.0400;0.9428;-0.9162
31.3;0.0417;0.9764;-0.9471
31.3;0.0435;0.9537;-0.9179
31.3;0.0455;0.9307;-0.8840
31.3;0.0476;0.9040;-0.8486
31.3;0.0500;0.8751;-0.8079
31.3;0.0526;0.8869;-0.8014
31.3;0.0556;0.8493;-0.7523
31.3;0.0588;0.8146;-0.6963
31.3;0.0625;0.8042;-0.6643
31.3;0.0667;0.7650;-0.5959
31.3;0.0714;0.7478;-0.5438
31.3;0.0769;0.7062;-0.4585
31.3;0.0833;0.6851;-0.3826
31.3;0.0909;0.6702;-0.2879
31.3;0.1000;0.6325;-0.1561
31.3;0.1111;0.6431;-0.0305
31.3;0.1250;0.6537;0.1586
31.3;0.1429;0.7137;0.4026
31.3;0.1667;0.8442;0.7779
31.3;0.2000;1.1213;1.3985
31.4;0.0200;0.7620;-0.7739
31.4;0.0204;0.7853;-0.8003
31.4;0.0208;0.8907;-0.9073
31.4;0.0213;0.9148;-0.9295
31.4;0.0217;0.9119;-0.9248
31.4;0.0222;0.9286;-0.9430
31.4;0.0227;0.9337;-0.9473
31.4;0.0233;0.9385;-0.9516
31.4;0.0238;0.9422;-0.9550
31.4;0.0244;0.9453;-0.9577
31.4;0.0250;0.9481;-0.9597
31.4;0.0256;0.9508;-0.9622
31.4;0.0263;0.9585;-0.9502
31.4;0.0270;0.9579;-0.9500
31.4;0.0278;0.9519;-0.9608
31.4;0.0286;0.9508;-0.9573
31.4;0.0294;0.9488;-0.9481
31.4;0.0303;1.0226;-1.0102
31.4;0.0313;1.0188;-1.0115
31.4;0.0323;1.0096;-1.0072
31.4;0.0333;1.0035;-0.9984
31.4;0.0345;0.9945;-0.9879
31.4;0.0357;0.9838;-0.9746
31.4;0.0370;0.9697;-0.9540
31.4;0.0385;0.9576;-0.9380
31.4;0.0400;0.9381;-0.9115
31.4;0.0417;0.9721;-0.9429
31.4;0.0435;0.9499;-0.9115
31.4;0.0455;0.9255;-0.8785
31.4;0.0476;0.8993;-0.8436
31.4;0.0500;0.8699;-0.8029
31.4;0.0526;0.8822;-0.7959
31.4;0.0556;0.8439;-0.7474
31.4;0.0588;0.8098;-0.6908
31.4;0.0625;0.7994;-0.6588
31.4;0.0667;0.7601;-0.5911
31.4;0.0714;0.7443;-0.5398
31.4;0.0769;0.6989;-0.4589
31.4;0.0833;0.6809;-0.3779
31.4;0.0909;0.6660;-0.2822
31.4;0.1000;0.6283;-0.1528
31.4;0.1111;0.6401;-0.0248
31.4;0.1250;0.6509;0.1614
31.4;0.1429;0.7126;0.4049
31.4;0.1667;0.8420;0.7795
31.4;0.2000;1.1197;1.4019
31.5;0.0200;0.7601;-0.7724
31.5;0.0204;0.8743;-0.8903
31.5;0.0208;0.8006;-0.8139
31.5;0.0213;0.9127;-0.9274
31.5;0.0217;0.9184;-0.9336
31.5;0.0222;0.9260;-0.9410
31.5;0.0227;0.9309;-0.9452
31.5;0.0233;0.9360;-0.9491
31.5;0.0238;0.9394;-0.9523
31.5;0.0244;0.9426;-0.9550
31.5;0.0250;0.9452;-0.9567
31.5;0.0256;0.9479;-0.9589
31.5;0.0263;0.9485;-0.9613
31.5;0.0270;0.9486;-0.9601
31.5;0.0278;0.9481;-0.9580
31.5;0.0286;0.9473;-0.9540
31.5;0.0294;0.9444;-0.9500
31.5;0.0303;1.0204;-1.0073
31.5;0.0313;1.0132;-1.0110
31.5;0.0323;1.0056;-1.0032
31.5;0.0333;0.9995;-0.9940
31.5;0.0345;0.9905;-0.9835
31.5;0.0357;0.9794;-0.9703
31.5;0.0370;0.9654;-0.9494
31.5;0.0385;0.9533;-0.9333
31.5;0.0400;0.9334;-0.9065
31.5;0.0417;0.9674;-0.9379
31.5;0.0435;0.9451;-0.9065
31.5;0.0455;0.9217;-0.8745
31.5;0.0476;0.8945;-0.8382
31.5;0.0500;0.8651;-0.7980
31.5;0.0526;0.8768;-0.7921
31.5;0.0556;0.8391;-0.7425
31.5;0.0588;0.8043;-0.6853
31.5;0.0625;0.7963;-0.6540
31.5;0.0667;0.7551;-0.5856
31.5;0.0714;0.7401;-0.5350
31.5;0.0769;0.6946;-0.4542
31.5;0.0833;0.6767;-0.3733
31.5;0.0909;0.6627;-0.2787
31.5;0.1000;0.6251;-0.1483
31.5;0.1111;0.6370;-0.0231
31.5;0.1250;0.6506;0.1640
31.5;0.1429;0.7100;0.4071
31.5;0.1667;0.8397;0.7811
31.5;0.2000;1.1179;1.4024
31.6;0.0200;0.7587;-0.7709
31.6;0.0204;0.8727;-0.8885
31.6;0.0208;0.7987;-0.8119
31.6;0.0213;0.9106;-0.9251
31.6;0.0217;0.9161;-0.9314
31.6;0.0222;0.9242;-0.9382
31.6;0.0227;0.9289;-0.9422
31.6;0.0233;0.9334;-0.9466
31.6;0.0238;0.9369;-0.9496
31.6;0.0244;0.9399;-0.9519
31.6;0.0250;0.9425;-0.9539
31.6;0.0256;0.9451;-0.9559
31.6;0.0263;0.9454;-0.9581
31.6;0.0270;0.9455;-0.9570
31.6;0.0278;0.9453;-0.9541
31.6;0.0286;0.9440;-0.9504
31.6;0.0294;0.9409;-0.9462
31.6;0.0303;1.0166;-1.0035
31.6;0.0313;1.0095;-1.0070
31.6;0.0323;1.0016;-0.9988
31.6;0.0333;0.9954;-0.9897
31.6;0.0345;0.9861;-0.9792
31.6;0.0357;0.9751;-0.9656
31.6;0.0370;0.9610;-0.9447
31.6;0.0385;0.9485;-0.9287
31.6;0.0400;0.9291;-0.9019
31.6;0.0417;0.9626;-0.9329
31.6;0.0435;0.9404;-0.9015
31.6;0.0455;0.9169;-0.8695
31.6;0.0476;0.8897;-0.8332
31.6;0.0500;0.8607;-0.7925
31.6;0.0526;0.8720;-0.7872
31.6;0.0556;0.8342;-0.7370
31.6;0.0588;0.8000;-0.6805
31.6;0.0625;0.7895;-0.6485
31.6;0.0667;0.7508;-0.5801
31.6;0.0714;0.7358;-0.5303
31.6;0.0769;0.6903;-0.4496
31.6;0.0833;0.6724;-0.3697
31.6;0.0909;0.6584;-0.2742
31.6;0.1000;0.6219;-0.1451
31.6;0.1111;0.6340;-0.0201
31.6;0.1250;0.6477;0.1667
31.6;0.1429;0.7089;0.4110
31.6;0.1667;0.8375;0.7848
31.6;0.2000;1.1162;1.4056
31.7;0.0200;0.7577;-0.7687
31.7;0.0204;0.7812;-0.7933
31.7;0.0208;0.8841;-0.9026
31.7;0.0213;0.9089;-0.9231
31.7;0.0217;0.9140;-0.9292
31.7;0.0222;0.9220;-0.9358
31.7;0.0227;0.9265;-0.9399
31.7;0.0233;0.9310;-0.9440
31.7;0.0238;0.9344;-0.9470
31.7;0.0244;0.9374;-0.9491
31.7;0.0250;0.9396;-0.9509
31.7;0.0256;0.9419;-0.9522
31.7;0.0263;0.9425;-0.9552
31.7;0.0270;0.9429;-0.9528
31.7;0.0278;0.9420;-0.9508
31.7;0.0286;0.9452;-0.9352
31.7;0.0294;0.9374;-0.9427
31.7;0.0303;1.0113;-0.9987
31.7;0.0313;1.0072;-0.9993
31.7;0.0323;0.9981;-0.9944
31.7;0.0333;0.9907;-0.9839
31.7;0.0345;0.9821;-0.9745
31.7;0.0357;0.9714;-0.9599
31.7;0.0370;0.9559;-0.9394
31.7;0.0385;0.9426;-0.9196
31.7;0.0400;0.9247;-0.8970
31.7;0.0417;0.9583;-0.9275
31.7;0.0435;0.9356;-0.8966
31.7;0.0455;0.9116;-0.8651
31.7;0.0476;0.8849;-0.8283
31.7;0.0500;0.8558;-0.7877
31.7;0.0526;0.8692;-0.7818
31.7;0.0556;0.8320;-0.7310
31.7;0.0588;0.7921;-0.6744
31.7;0.0625;0.7858;-0.6437
31.7;0.0667;0.7498;-0.5769
31.7;0.0714;0.7321;-0.5265
31.7;0.0769;0.6899;-0.4406
31.7;0.0833;0.6689;-0.3651
31.7;0.0909;0.6550;-0.2708
31.7;0.1000;0.6187;-0.1407
31.7;0.1111;0.6308;-0.0145
31.7;0.1250;0.6435;0.1708
31.7;0.1429;0.7062;0.4150
31.7;0.1667;0.8369;0.7862
31.7;0.2000;1.1144;1.4061
31.8;0.0200;0.7566;-0.7669
31.8;0.0204;0.8707;-0.8834
31.8;0.0208;0.7914;-0.8095
31.8;0.0213;0.9067;-0.9213
31.8;0.0217;0.9034;-0.9156
31.8;0.0222;0.9199;-0.9340
31.8;0.0227;0.9243;-0.9379
31.8;0.0233;0.9288;-0.9420
31.8;0.0238;0.9320;-0.9446
31.8;0.0244;0.9348;-0.9469
31.8;0.0250;0.9371;-0.9484
31.8;0.0256;0.9395;-0.9498
31.8;0.0263;0.9445;-0.9406
31.8;0.0270;0.9401;-0.9494
31.8;0.0278;0.9392;-0.9472
31.8;0.0286;0.9371;-0.9433
31.8;0.0294;0.9338;-0.9367
31.8;0.0303;1.0093;-0.9950
31.8;0.0313;1.0022;-0.9962
31.8;0.0323;0.9943;-0.9901
31.8;0.0333;0.9866;-0.9797
31.8;0.0345;0.9780;-0.9703
31.8;0.0357;0.9673;-0.9553
31.8;0.0370;0.9519;-0.9336
31.8;0.0385;0.9378;-0.9147
31.8;0.0400;0.9199;-0.8920
31.8;0.0417;0.9534;-0.9226
31.8;0.0435;0.9307;-0.8917
31.8;0.0455;0.9068;-0.8602
31.8;0.0476;0.8800;-0.8230
31.8;0.0500;0.8509;-0.7828
31.8;0.0526;0.8627;-0.7752
31.8;0.0556;0.8249;-0.7268
31.8;0.0588;0.7913;-0.6709
31.8;0.0625;0.7808;-0.6397
31.8;0.0667;0.7421;-0.5714
31.8;0.0714;0.7278;-0.5218
31.8;0.0769;0.6855;-0.4360
31.8;0.0833;0.6654;-0.3615
31.8;0.0909;0.6516;-0.2663
31.8;0.1000;0.6154;-0.1375
31.8;0.1111;0.6277;-0.0129
31.8;0.1250;0.6419;0.1734
31.8;0.1429;0.7035;0.4171
31.8;0.1667;0.8346;0.7877
31.8;0.2000;1.1126;1.4093
31.9;0.0200;0.7550;-0.7654
31.9;0.0204;0.8365;-0.8494
31.9;0.0208;0.7942;-0.8051
31.9;0.0213;0.9047;-0.9191
31.9;0.0217;0.9097;-0.9251
31.9;0.0222;0.9169;-0.9319
31.9;0.0227;0.9215;-0.9357
31.9;0.0233;0.9264;-0.9394
31.9;0.0238;0.9294;-0.9418
31.9;0.0244;0.9320;-0.9441
31.9;0.0250;0.9343;-0.9455
31.9;0.0256;0.9365;-0.9469
31.9;0.0263;0.9370;-0.9471
31.9;0.0270;0.9364;-0.9470
31.9;0.0278;0.9355;-0.9442
31.9;0.0286;0.9338;-0.9395
31.9;0.0294;0.9302;-0.9348
31.9;0.0303;1.0057;-0.9948
31.9;0.0313;0.9965;-0.9972
31.9;0.0323;0.9905;-0.9862
31.9;0.0333;0.9825;-0.9758
31.9;0.0345;0.9739;-0.9657
31.9;0.0357;0.9629;-0.9507
31.9;0.0370;0.9474;-0.9291
31.9;0.0385;0.9338;-0.9098
31.9;0.0400;0.9154;-0.8876
31.9;0.0417;0.9490;-0.9177
31.9;0.0435;0.9263;-0.8863
31.9;0.0455;0.9023;-0.8549
31.9;0.0476;0.8756;-0.8181
31.9;0.0500;0.8465;-0.7775
31.9;0.0526;0.8577;-0.7710
31.9;0.0556;0.8204;-0.7215
31.9;0.0588;0.7862;-0.6656
31.9;0.0625;0.7763;-0.6343
31.9;0.0667;0.7376;-0.5683
31.9;0.0714;0.7234;-0.5172
31.9;0.0769;0.6811;-0.4324
31.9;0.0833;0.6619;-0.3571
31.9;0.0909;0.6472;-0.2630
31.9;0.1000;0.6120;-0.1343
31.9;0.1111;0.6245;-0.0100
31.9;0.1250;0.6402;0.1759
31.9;0.1429;0.7008;0.4191
31.9;0.1667;0.8322;0.7912
31.9;0.2000;1.1129;1.4124
32;0.0200;0.7532;-0.7641
32;0.0204;0.7752;-0.7899
32;0.0208;0.8791;-0.8952
32;0.0213;0.9025;-0.9165
32;0.0217;0.9075;-0.9224
32;0.0222;0.9146;-0.9290
32;0.0227;0.9190;-0.9328
32;0.0233;0.9237;-0.9363
32;0.0238;0.9267;-0.9388
32;0.0244;0.9292;-0.9409
32;0.0250;0.9313;-0.9421
32;0.0256;0.9335;-0.9438
32;0.0263;0.9335;-0.9457
32;0.0270;0.9329;-0.9437
32;0.0278;0.9318;-0.9413
32;0.0286;0.9307;-0.9363
32;0.0294;0.9271;-0.9317
32;0.0303;1.0000;-0.9866
32;0.0313;0.9960;-0.9873
32;0.0323;0.9854;-0.9829
32;0.0333;0.9813;-0.9733
32;0.0345;0.9697;-0.9615
32;0.0357;0.9587;-0.9458
32;0.0370;0.9437;-0.9266
32;0.0385;0.9308;-0.9090
32;0.0400;0.9109;-0.8827
32;0.0417;0.9441;-0.9128
32;0.0435;0.9214;-0.8815
32;0.0455;0.8988;-0.8491
32;0.0476;0.8706;-0.8133
32;0.0500;0.8415;-0.7727
32;0.0526;0.8533;-0.7669
32;0.0556;0.8154;-0.7180
32;0.0588;0.7812;-0.6609
32;0.0625;0.7713;-0.6290
32;0.0667;0.7365;-0.5629
32;0.0714;0.7182;-0.5111
32;0.0769;0.6775;-0.4279
32;0.0833;0.6575;-0.3526
32;0.0909;0.6401;-0.2607
32;0.1000;0.6087;-0.1301
