R,hr,Value1,Value2
30.3,39,-0.715757,0.852869
30.3,40,-0.647008,0.815469
30.3,41,-0.594442,0.796145
30.3,42,-0.511257,0.747335
30.3,43,-0.426612,0.727048
30.3,44,-0.330654,0.710225
30.3,45,-0.196229,0.668321
30.3,46,-0.0672668,0.675826
30.3,47,0.124747,0.68258
30.3,48,0.374337,0.740408
30.3,49,0.75119,0.864473
30.3,50,1.37953,1.13437
30.4,5,-0.789502,0.776245
30.4,6,-0.817812,0.801914
30.4,7,-0.927408,0.910033
30.4,8,-0.951052,0.935455
30.4,9,-0.958655,0.942048
30.4,10,-0.966608,0.951321
30.4,11,-0.972107,0.957026
30.4,12,-0.97763,0.962999
30.4,13,-0.982189,0.967864
30.4,14,-0.985965,0.972255
30.4,15,-0.989156,0.97589
30.4,16,-0.992785,0.979964
30.4,17,-0.996614,0.981684
30.4,18,-0.996139,0.983761
30.4,19,-0.995638,0.984597
30.4,20,-0.993311,0.984642
30.4,21,-0.990842,0.982962
30.4,22,-1.06243,1.05767
30.4,23,-1.05317,1.0582
30.4,24,-1.05044,1.05056
30.4,25,-1.04118,1.04468
30.4,26,-1.03344,1.03772
30.4,27,-1.0183,1.02638
30.4,28,-1.00119,1.01419
30.4,29,-0.982703,1.0018
30.4,30,-0.960941,0.98484
30.4,31,-0.993817,1.02018
30.4,32,-0.965423,0.998247
30.4,33,-0.932329,0.976953
30.4,34,-0.896384,0.949329
30.4,35,-0.85605,0.919838
30.4,36,-0.851121,0.932033
30.4,37,-0.800799,0.893737
30.4,38,-0.743415,0.858371
30.4,39,-0.710509,0.847735
30.4,40,-0.641061,0.806914
30.4,41,-0.589277,0.790835
30.4,42,-0.506145,0.744241
30.4,43,-0.423449,0.722347
30.4,44,-0.326719,0.700838
30.4,45,-0.191344,0.664494
30.4,46,-0.0611842,0.673169
30.4,47,0.127864,0.682699
30.4,48,0.376993,0.738188
30.4,49,0.75534,0.862599
30.4,50,1.38053,1.133
30.5,5,-0.787234,0.775356
30.5,6,-0.816039,0.800294
30.5,7,-0.925506,0.908067
30.5,8,-0.949015,0.933328
30.5,9,-0.944992,0.931054
30.5,10,-0.964279,0.949064
30.5,11,-0.969622,0.954811
30.5,12,-0.975223,0.9606
30.5,13,-0.97937,0.965273
30.5,14,-0.983219,0.969461
30.5,15,-0.986227,0.973129
30.5,16,-0.98993,0.976986
30.5,17,-0.977631,0.986191
30.5,18,-0.992598,0.980576
30.5,19,-0.99216,0.981164
30.5,20,-0.989901,0.981227
30.5,21,-0.981333,0.980428
30.5,22,-1.05853,1.05371
30.5,23,-1.049,1.05424
30.5,24,-1.04598,1.04629
30.5,25,-1.03677,1.0404
30.5,26,-1.02907,1.03308
30.5,27,-1.01361,1.02173
30.5,28,-0.996151,1.00951
30.5,29,-0.977687,0.997087
30.5,30,-0.955957,0.9801
30.5,31,-0.988863,1.01541
30.5,32,-0.960041,0.993019
30.5,33,-0.926964,0.971665
30.5,34,-0.891039,0.943975
30.5,35,-0.850727,0.914907
30.5,36,-0.844108,0.927577
30.5,37,-0.794921,0.889252
30.5,38,-0.737529,0.853855
30.5,39,-0.705987,0.843187
30.5,40,-0.63663,0.802326
30.5,41,-0.584153,0.786206
30.5,42,-0.501074,0.739559
30.5,43,-0.417496,0.719295
30.5,44,-0.321783,0.696958
30.5,45,-0.18766,0.66063
30.5,46,-0.0590761,0.669332
30.5,47,0.132448,0.678897
30.5,48,0.379608,0.73444
30.5,49,0.757299,0.857171
30.5,50,1.38422,1.1316
30.6,5,-0.786653,0.77345
30.6,6,-0.907166,0.890552
30.6,7,-0.830905,0.816924
30.6,8,-0.946796,0.931371
30.6,9,-0.954109,0.937841
30.6,10,-0.96222,0.946336
30.6,11,-0.967412,0.951893
30.6,12,-0.972614,0.958164
30.6,13,-0.976589,0.962644
30.6,14,-0.980511,0.96663
30.6,15,-0.983336,0.970329
30.6,16,-0.98658,0.974219
30.6,17,-0.990276,0.975745
30.6,18,-0.990227,0.976825
30.6,19,-0.989303,0.977422
30.6,20,-0.98623,0.977773
30.6,21,-0.983277,0.975842
30.6,22,-1.05435,1.05001
30.6,23,-1.04849,1.04872
30.6,24,-1.04191,1.04229
30.6,25,-1.03239,1.03608
30.6,26,-1.02438,1.02875
30.6,27,-1.00896,1.01739
30.6,28,-0.991539,1.00516
30.6,29,-0.972711,0.99234
30.6,30,-0.951011,0.975323
30.6,31,-0.983504,1.0102
30.6,32,-0.954698,0.98818
30.6,33,-0.921639,0.966787
30.6,34,-0.885734,0.939054
30.6,35,-0.845444,0.909938
30.6,36,-0.83999,0.92204
30.6,37,-0.789083,0.883625
30.6,38,-0.732327,0.848128
30.6,39,-0.700131,0.837977
30.6,40,-0.6315,0.7977
30.6,41,-0.579068,0.780821
30.6,42,-0.496042,0.735615
30.6,43,-0.414413,0.713676
30.6,44,-0.317929,0.692116
30.6,45,-0.184017,0.657751
30.6,46,-0.0556973,0.666602
30.6,47,0.135483,0.673765
30.6,48,0.382181,0.732149
30.6,49,0.759216,0.856987
30.6,50,1.38513,1.13017
30.7,5,-0.783845,0.772877
30.7,6,-0.904629,0.891056
30.7,7,-0.830583,0.81141
30.7,8,-0.945056,0.929376
30.7,9,-0.952457,0.935682
30.7,10,-0.960429,0.944221
30.7,11,-0.965713,0.949824
30.7,12,-0.970527,0.95569
30.7,13,-0.974589,0.96021
30.7,14,-0.978097,0.964238
30.7,15,-0.980745,0.967736
30.7,16,-0.983535,0.971165
30.7,17,-0.985654,0.973233
30.7,18,-0.986481,0.973828
30.7,19,-0.985322,0.974457
30.7,20,-0.982299,0.974003
30.7,21,-0.978782,0.972081
30.7,22,-1.03905,1.05101
30.7,23,-1.04177,1.04529
30.7,24,-1.03787,1.03763
30.7,25,-1.02982,1.03499
30.7,26,-1.01973,1.02438
30.7,27,-1.00586,1.01511
30.7,28,-0.986573,1.00149
30.7,29,-0.970637,0.989447
30.7,30,-0.946105,0.970508
30.7,31,-0.978184,1.00536
30.7,32,-0.949394,0.982875
30.7,33,-0.916353,0.961423
30.7,34,-0.880468,0.933624
30.7,35,-0.83966,0.904436
30.7,36,-0.833626,0.916987
30.7,37,-0.784494,0.878513
30.7,38,-0.727164,0.843536
30.7,39,-0.695002,0.834602
30.7,40,-0.624936,0.792369
30.7,41,-0.574023,0.776116
30.7,42,-0.49105,0.730859
30.7,43,-0.409483,0.710551
30.7,44,-0.314114,0.688162
30.7,45,-0.179253,0.653814
30.7,46,-0.0523588,0.662693
30.7,47,0.138478,0.673777
30.7,48,0.386485,0.729822
30.7,49,0.76324,0.855009
30.7,50,1.386,1.1287
30.8,5,-0.782516,0.771484
30.8,6,-0.868417,0.854654
30.8,7,-0.826215,0.814212
30.8,8,-0.942913,0.927345
30.8,9,-0.950167,0.933485
30.8,10,-0.957755,0.942286
30.8,11,-0.962636,0.94794
30.8,12,-0.967753,0.953406
30.8,13,-0.971638,0.957738
30.8,14,-0.974958,0.96157
30.8,15,-0.977671,0.964862
30.8,16,-0.980529,0.968324
30.8,17,-0.98217,0.97017
30.8,18,-0.983339,0.970795
30.8,19,-0.98138,0.971726
30.8,20,-0.978706,0.970754
30.8,21,-0.975251,0.968571
30.8,22,-1.03845,1.04723
30.8,23,-1.04232,1.03908
30.8,24,-1.03352,1.03324
30.8,25,-1.02552,1.03059
30.8,26,-1.01512,1.02031
30.8,27,-1.0009,1.01069
30.8,28,-0.981646,0.996696
30.8,29,-0.965738,0.984625
30.8,30,-0.940811,0.966049
30.8,31,-0.972902,1.00048
30.8,32,-0.944128,0.977962
30.8,33,-0.910618,0.956471
30.8,34,-0.874728,0.928628
30.8,35,-0.834455,0.899392
30.8,36,-0.828444,0.911897
30.8,37,-0.778734,0.873363
30.8,38,-0.721396,0.838321
30.8,39,-0.689224,0.827445
30.8,40,-0.619885,0.787669
30.8,41,-0.569017,0.771375
30.8,42,-0.486097,0.726066
30.8,43,-0.402706,0.705702
30.8,44,-0.309298,0.684171
30.8,45,-0.175689,0.649841
30.8,46,-0.0464377,0.659891
30.8,47,0.141433,0.669869
30.8,48,0.388977,0.727461
30.8,49,0.765075,0.852996
30.8,50,1.38956,1.1272
30.9,5,-0.781843,0.769076
30.9,6,-0.809118,0.793637
30.9,7,-0.917422,0.900437
30.9,8,-0.940368,0.925069
30.9,9,-0.935981,0.92255
30.9,10,-0.954658,0.940097
30.9,11,-0.959597,0.945354
30.9,12,-0.964775,0.950631
30.9,13,-0.968476,0.954998
30.9,14,-0.971858,0.958627
30.9,15,-0.974374,0.961951
30.9,16,-0.97756,0.965447
30.9,17,-0.965264,0.974274
30.9,18,-0.966114,0.973804
30.9,19,-0.978347,0.968144
30.9,20,-0.975449,0.967468
30.9,21,-0.966513,0.966464
30.9,22,-1.03024,1.04164
30.9,23,-1.03238,1.03834
30.9,24,-1.02922,1.02945
30.9,25,-1.02091,1.02616
30.9,26,-1.01054,1.01587
30.9,27,-0.996364,1.00623
30.9,28,-0.977936,0.992228
30.9,29,-0.961286,0.980144
30.9,30,-0.935981,0.961159
30.9,31,-0.967658,0.99557
30.9,32,-0.938901,0.973011
30.9,33,-0.905409,0.951481
30.9,34,-0.869539,0.923595
30.9,35,-0.829288,0.894806
30.9,36,-0.822158,0.90677
30.9,37,-0.773618,0.868177
30.9,38,-0.716954,0.834242
30.9,39,-0.684859,0.823373
30.9,40,-0.61561,0.783601
30.9,41,-0.564049,0.766597
30.9,42,-0.482046,0.722012
30.9,43,-0.400684,0.700817
30.9,44,-0.305562,0.680145
30.9,45,-0.172164,0.645832
30.9,46,-0.0444894,0.655911
30.9,47,0.145855,0.667221
30.9,48,0.391429,0.725065
30.9,49,0.766869,0.85095
30.9,50,1.39035,1.12566
31.0,5,-0.779354,0.768589
31.0,6,-0.898297,0.884976
31.0,7,-0.824901,0.805852
31.0,8,-0.938742,0.923171
31.0,9,-0.933542,0.920492
31.0,10,-0.952981,0.937872
31.0,11,-0.957775,0.943176
31.0,12,-0.962801,0.948501
31.0,13,-0.966343,0.952454
31.0,14,-0.969557,0.956125
31.0,15,-0.971896,0.959248
31.0,16,-0.974362,0.962533
31.0,17,-0.967074,0.968823
31.0,18,-0.975756,0.965147
31.0,19,-0.97448,0.965069
31.0,20,-0.971632,0.963867
31.0,21,-0.966142,0.961728
31.0,22,-1.02685,1.03957
31.0,23,-1.02906,1.03327
31.0,24,-1.02393,1.02625
31.0,25,-1.01423,1.0194
31.0,26,-1.006,1.01173
31.0,27,-0.991864,1.00174
31.0,28,-0.972298,0.987724
31.0,29,-0.952782,0.973735
31.0,30,-0.930763,0.956627
31.0,31,-0.962452,0.990619
31.0,32,-0.933712,0.968024
31.0,33,-0.89975,0.945108
31.0,34,-0.864388,0.918996
31.0,35,-0.823619,0.889689
31.0,36,-0.816481,0.901607
31.0,37,-0.767934,0.864059
31.0,38,-0.711263,0.828954
31.0,39,-0.679158,0.81864
31.0,40,-0.610636,0.778828
31.0,41,-0.558325,0.761783
31.0,42,-0.471993,0.719475
31.0,43,-0.394927,0.697584
31.0,44,-0.300823,0.681632
31.0,45,-0.167518,0.64281
31.0,46,-0.0412689,0.653039
31.0,47,0.148731,0.661947
31.0,48,0.395612,0.721142
31.0,49,0.768623,0.84711
31.0,50,1.39382,1.1241
31.1,5,-0.77855,0.765913
31.1,6,-0.805567,0.790389
31.1,7,-0.913391,0.896504
31.1,8,-0.936051,0.921031
31.1,9,-0.942848,0.9271
31.1,10,-0.950419,0.93496
31.1,11,-0.955046,0.940295
31.1,12,-0.959656,0.94588
31.1,13,-0.963008,0.949641
31.1,14,-0.966277,0.953109
31.1,15,-0.968414,0.956264
31.1,16,-0.9712,0.959583
31.1,17,-0.97414,0.960504
31.1,18,-0.973291,0.960947
31.1,19,-0.971812,0.96087
31.1,20,-0.968151,0.960789
31.1,21,-0.964574,0.958109
31.1,22,-1.02254,1.0339
31.1,23,-1.0238,1.03062
31.1,24,-1.01971,1.02238
31.1,25,-1.01004,1.01522
31.1,26,-1.0015,1.00721
31.1,27,-0.987402,0.997215
31.1,28,-0.96827,0.98282
31.1,29,-0.948405,0.969181
31.1,30,-0.926009,0.952059
31.1,31,-0.957284,0.986043
31.1,32,-0.92856,0.96343
31.1,33,-0.894616,0.940495
31.1,34,-0.859275,0.91389
31.1,35,-0.818528,0.884535
31.1,36,-0.813125,0.896407
31.1,37,-0.762288,0.8588
31.1,38,-0.70561,0.82363
31.1,39,-0.674182,0.815745
31.1,40,-0.604963,0.773351
31.1,41,-0.553434,0.756934
31.1,42,-0.468018,0.715351
31.1,43,-0.391095,0.692627
31.1,44,-0.296123,0.678461
31.1,45,-0.164071,0.638731
31.1,46,-0.0354649,0.650132
31.1,47,0.151569,0.661822
31.1,48,0.396214,0.718679
31.1,49,0.772485,0.848518
31.1,50,1.39453,1.1225
31.2,5,-0.777164,0.764571
31.2,6,-0.895877,0.879679
31.2,7,-0.81965,0.805907
31.2,8,-0.933837,0.919062
31.2,9,-0.940482,0.924759
31.2,10,-0.947664,0.933315
31.2,11,-0.952119,0.938267
31.2,12,-0.957031,0.943224
31.2,13,-0.960453,0.947257
31.2,14,-0.963288,0.950773
31.2,15,-0.965489,0.953489
31.2,16,-0.968343,0.956597
31.2,17,-0.971079,0.957553
31.2,18,-0.96945,0.958562
31.2,19,-0.967728,0.958267
31.2,20,-0.964707,0.957395
31.2,21,-0.960883,0.954741
31.2,22,-1.01891,1.03205
31.2,23,-1.02352,1.02487
31.2,24,-1.01551,1.01817
31.2,25,-1.00554,1.011
31.2,26,-0.997039,1.003
31.2,27,-0.982598,0.993002
31.2,28,-0.963493,0.978608
31.2,29,-0.943248,0.96497
31.2,30,-0.921291,0.947455
31.2,31,-0.952153,0.98102
31.2,32,-0.92298,0.958371
31.2,33,-0.889032,0.935396
31.2,34,-0.853686,0.90922
31.2,35,-0.813474,0.879842
31.2,36,-0.807523,0.891694
31.2,37,-0.75789,0.853506
31.2,38,-0.700637,0.818857
31.2,39,-0.668556,0.808442
31.2,40,-0.600064,0.768507
31.2,41,-0.54858,0.752767
31.2,42,-0.463218,0.710415
31.2,43,-0.386358,0.689324
31.2,44,-0.291461,0.67433
31.2,45,-0.159501,0.635641
31.2,46,-0.0336323,0.647192
31.2,47,0.154367,0.659071
31.2,48,0.400319,0.717675
31.2,49,0.774159,0.846373
31.2,50,1.40064,1.12515
31.3,5,-0.775608,0.763194
31.3,6,-0.802794,0.787597
31.3,7,-0.90929,0.892836
31.3,8,-0.931659,0.91685
31.3,9,-0.927119,0.914102
31.3,10,-0.945175,0.930983
31.3,11,-0.949699,0.935981
31.3,12,-0.954442,0.94076
31.3,13,-0.957687,0.944606
31.3,14,-0.960589,0.947925
31.3,15,-0.9626,0.950679
31.3,16,-0.965254,0.953827
31.3,17,-0.952673,0.962031
31.3,18,-0.965929,0.955348
31.3,19,-0.964552,0.955084
31.3,20,-0.961,0.953966
31.3,21,-0.951677,0.952491
31.3,22,-1.01435,1.02632
31.3,23,-1.0157,1.02276
31.3,24,-1.01136,1.01423
31.3,25,-1.00143,1.00708
31.3,26,-0.992248,0.998747
31.3,27,-0.977831,0.988402
31.3,28,-0.959146,0.973996
31.3,29,-0.938536,0.960345
31.3,30,-0.916184,0.942815
31.3,31,-0.947059,0.976372
31.3,32,-0.917902,0.953705
31.3,33,-0.883972,0.930711
31.3,34,-0.848646,0.904043
31.3,35,-0.807916,0.875113
31.3,36,-0.801387,0.886946
31.3,37,-0.752318,0.849281
31.3,38,-0.696345,0.814635
31.3,39,-0.664341,0.804227
31.3,40,-0.59594,0.764965
31.3,41,-0.543763,0.747847
31.3,42,-0.458455,0.70622
31.3,43,-0.382601,0.685142
31.3,44,-0.287876,0.670164
31.3,45,-0.156129,0.632516
31.3,46,-0.0305264,0.643073
31.3,47,0.158635,0.653695
31.3,48,0.402615,0.713652
31.3,49,0.777942,0.844194
31.3,50,1.39854,1.12134
31.4,5,-0.773882,0.761978
31.4,6,-0.800304,0.78525
31.4,7,-0.907294,0.890746
31.4,8,-0.929518,0.914811
31.4,9,-0.924825,0.911902
31.4,10,-0.942952,0.928616
31.4,11,-0.947315,0.933661
31.4,12,-0.951647,0.938488
31.4,13,-0.954956,0.942152
31.4,14,-0.957672,0.945281
31.4,15,-0.959748,0.948078
31.4,16,-0.962202,0.95077
31.4,17,-0.950234,0.958496
31.4,18,-0.950018,0.957917
31.4,19,-0.960831,0.951867
31.4,20,-0.957328,0.950781
31.4,21,-0.948059,0.948766
31.4,22,-1.01015,1.02262
31.4,23,-1.01154,1.01878
31.4,24,-1.00724,1.00963
31.4,25,-0.998415,1.00345
31.4,26,-0.987857,0.994462
31.4,27,-0.974614,0.983768
31.4,28,-0.954048,0.969713
31.4,29,-0.93795,0.957578
31.4,30,-0.91154,0.93814
31.4,31,-0.942891,0.972099
31.4,32,-0.911463,0.949863
31.4,33,-0.878461,0.925542
31.4,34,-0.843643,0.899302
31.4,35,-0.802936,0.869853
31.4,36,-0.795859,0.882163
31.4,37,-0.747388,0.843916
31.4,38,-0.690803,0.809792
31.4,39,-0.658789,0.799353
31.4,40,-0.591115,0.760052
31.4,41,-0.539779,0.744329
31.4,42,-0.458905,0.698885
31.4,43,-0.377938,0.680926
31.4,44,-0.282248,0.665965
31.4,45,-0.152794,0.628334
31.4,46,-0.024836,0.640065
31.4,47,0.161358,0.650877
31.4,48,0.404872,0.712583
31.4,49,0.779538,0.841984
31.4,50,1.40186,1.11965
31.5,5,-0.772398,0.76014
31.5,6,-0.890306,0.87426
31.5,7,-0.813872,0.80063
31.5,8,-0.927412,0.912738
31.5,9,-0.9336,0.918373
31.5,10,-0.940996,0.925997
31.5,11,-0.945203,0.930862
31.5,12,-0.94913,0.935955
31.5,13,-0.952261,0.939431
31.5,14,-0.955044,0.942601
31.5,15,-0.95667,0.945199
31.5,16,-0.958918,0.94793
31.5,17,-0.961289,0.94849
31.5,18,-0.960123,0.948551
31.5,19,-0.958018,0.948071
31.5,20,-0.953992,0.947282
31.5,21,-0.950028,0.944428
31.5,22,-1.00726,1.02037
31.5,23,-1.01104,1.01323
31.5,24,-1.00316,1.00562
31.5,25,-0.994025,0.999453
31.5,26,-0.983502,0.990481
31.5,27,-0.970297,0.979449
31.5,28,-0.94938,0.965395
31.5,29,-0.93331,0.953262
31.5,30,-0.906505,0.93343
31.5,31,-0.937869,0.967381
31.5,32,-0.906458,0.945127
31.5,33,-0.874451,0.921686
31.5,34,-0.838164,0.894526
31.5,35,-0.797991,0.865054
31.5,36,-0.792079,0.876822
31.5,37,-0.742494,0.839069
31.5,38,-0.685297,0.804327
31.5,39,-0.65396,0.796319
31.5,40,-0.585589,0.755103
31.5,41,-0.535035,0.740059
31.5,42,-0.454216,0.694622
31.5,43,-0.373311,0.676676
31.5,44,-0.278738,0.662656
31.5,45,-0.148336,0.625142
31.5,46,-0.0231157,0.637024
31.5,47,0.164043,0.650619
31.5,48,0.407091,0.709987
31.5,49,0.781096,0.839742
31.5,50,1.4024,1.11792
31.6,5,-0.770949,0.758659
31.6,6,-0.888519,0.872651
31.6,7,-0.811945,0.798667
31.6,8,-0.925121,0.91063
31.6,9,-0.931377,0.916105
31.6,10,-0.938153,0.924212
31.6,11,-0.942182,0.928916
31.6,12,-0.946648,0.933387
31.6,13,-0.949602,0.936908
31.6,14,-0.951944,0.939888
31.6,15,-0.953888,0.942529
31.6,16,-0.955936,0.945056
31.6,17,-0.958097,0.9454
31.6,18,-0.956991,0.945497
31.6,19,-0.954078,0.945328
31.6,20,-0.950392,0.944029
31.6,21,-0.946173,0.940922
31.6,22,-1.00345,1.01661
31.6,23,-1.00695,1.00949
31.6,24,-0.998769,1.00158
31.6,25,-0.98967,0.995424
31.6,26,-0.979183,0.986126
31.6,27,-0.965638,0.975096
31.6,28,-0.944747,0.961043
31.6,29,-0.928706,0.948532
31.6,30,-0.901932,0.92908
31.6,31,-0.932883,0.962629
31.6,32,-0.901489,0.940357
31.6,33,-0.869499,0.916897
31.6,34,-0.833233,0.889716
31.6,35,-0.792542,0.860717
31.6,36,-0.787193,0.87197
31.6,37,-0.737031,0.834188
31.6,38,-0.68047,0.800002
31.6,39,-0.64848,0.789501
31.6,40,-0.5801,0.75079
31.6,41,-0.530328,0.735755
31.6,42,-0.449562,0.690325
31.6,43,-0.369664,0.672392
31.6,44,-0.274223,0.65839
31.6,45,-0.145075,0.621917
31.6,46,-0.0201211,0.63395
31.6,47,0.166691,0.647737
31.6,48,0.411045,0.708854
31.6,49,0.784764,0.837468
31.6,50,1.40564,1.11617
31.7,5,-0.768711,0.757732
31.7,6,-0.793256,0.781198
31.7,7,-0.902594,0.884065
31.7,8,-0.923085,0.908904
31.7,9,-0.929189,0.914015
31.7,10,-0.935805,0.921959
31.7,11,-0.939904,0.926493
31.7,12,-0.943959,0.931012
31.7,13,-0.946977,0.934351
31.7,14,-0.949133,0.937379
31.7,15,-0.950881,0.93958
31.7,16,-0.952188,0.941896
31.7,17,-0.955215,0.942533
31.7,18,-0.952764,0.942939
31.7,19,-0.950753,0.942007
31.7,20,-0.935158,0.94522
31.7,21,-0.942661,0.937381
31.7,22,-0.998722,1.01132
31.7,23,-0.999271,1.00724
31.7,24,-0.994416,0.998137
31.7,25,-0.983942,0.990707
31.7,26,-0.974534,0.982076
31.7,27,-0.959878,0.971411
31.7,28,-0.939363,0.955928
31.7,29,-0.919639,0.942632
31.7,30,-0.896968,0.924696
31.7,31,-0.927487,0.958253
31.7,32,-0.896554,0.935553
31.7,33,-0.865072,0.911625
31.7,34,-0.828337,0.884872
31.7,35,-0.787669,0.855849
31.7,36,-0.781772,0.869175
31.7,37,-0.730999,0.832039
31.7,38,-0.674393,0.792119
31.7,39,-0.643723,0.785774
31.7,40,-0.576857,0.749787
31.7,41,-0.526452,0.732135
31.7,42,-0.440631,0.689878
31.7,43,-0.36511,0.668919
31.7,44,-0.270785,0.655015
31.7,45,-0.140689,0.618659
31.7,46,-0.014541,0.630843
31.7,47,0.17081,0.643525
31.7,48,0.414962,0.706195
31.7,49,0.786247,0.836924
31.7,50,1.40611,1.11438
31.8,5,-0.766919,0.756575
31.8,6,-0.883364,0.870726
31.8,7,-0.809486,0.791375
31.8,8,-0.921303,0.906729
31.8,9,-0.915551,0.903395
31.8,10,-0.933953,0.91989
31.8,11,-0.937896,0.924258
31.8,12,-0.942029,0.928831
31.8,13,-0.944635,0.931994
31.8,14,-0.946864,0.934836
31.8,15,-0.948429,0.937088
31.8,16,-0.949811,0.939456
31.8,17,-0.940556,0.944525
31.8,18,-0.949419,0.940082
31.8,19,-0.947173,0.939197
31.8,20,-0.943297,0.93714
31.8,21,-0.936716,0.933806
31.8,22,-0.994982,1.00927
31.8,23,-0.996239,1.0022
31.8,24,-0.990098,0.994345
31.8,25,-0.979657,0.986611
31.8,26,-0.970284,0.977993
31.8,27,-0.955289,0.967341
31.8,28,-0.933621,0.951872
31.8,29,-0.914696,0.937834
31.8,30,-0.89204,0.919883
31.8,31,-0.922571,0.953432
31.8,32,-0.891655,0.930715
31.8,33,-0.860191,0.906768
31.8,34,-0.822963,0.879994
31.8,35,-0.78283,0.850948
31.8,36,-0.775245,0.862686
31.8,37,-0.726817,0.824877
31.8,38,-0.670923,0.79125
31.8,39,-0.639688,0.780764
31.8,40,-0.571438,0.742062
31.8,41,-0.521815,0.727764
31.8,42,-0.436049,0.685515
31.8,43,-0.361534,0.665414
31.8,44,-0.266342,0.651608
31.8,45,-0.1375,0.615369
31.8,46,-0.0129298,0.627704
31.8,47,0.173386,0.641875
31.8,48,0.41707,0.703504
31.8,49,0.787692,0.834588
31.8,50,1.40926,1.11257
31.9,5,-0.765367,0.754994
31.9,6,-0.849438,0.836499
31.9,7,-0.805082,0.794204
31.9,8,-0.919116,0.904728
31.9,9,-0.925141,0.909734
31.9,10,-0.931905,0.916919
31.9,11,-0.935687,0.921545
31.9,12,-0.939409,0.926389
31.9,13,-0.941831,0.92937
31.9,14,-0.944122,0.932021
31.9,15,-0.945491,0.934317
31.9,16,-0.946933,0.93648
31.9,17,-0.947081,0.936956
31.9,18,-0.946956,0.936398
31.9,19,-0.944208,0.935537
31.9,20,-0.939502,0.933785
31.9,21,-0.934816,0.930198
31.9,22,-0.99478,1.0057
31.9,23,-0.997188,0.996514
31.9,24,-0.986155,0.990519
31.9,25,-0.975759,0.982481
31.9,26,-0.965705,0.973876
31.9,27,-0.950734,0.962886
31.9,28,-0.929093,0.947418
31.9,29,-0.909787,0.933761
31.9,30,-0.887571,0.915432
31.9,31,-0.917689,0.948989
31.9,32,-0.886325,0.926273
31.9,33,-0.854856,0.902327
31.9,34,-0.818137,0.875554
31.9,35,-0.777487,0.84651
31.9,36,-0.771035,0.857733
31.9,37,-0.72146,0.820449
31.9,38,-0.665559,0.786237
31.9,39,-0.634314,0.776345
31.9,40,-0.568265,0.737648
31.9,41,-0.517214,0.72336
31.9,42,-0.432365,0.681119
31.9,43,-0.35705,0.661876
31.9,44,-0.262975,0.647242
31.9,45,-0.134346,0.612046
31.9,46,-0.0100432,0.624533
31.9,47,0.175925,0.640192
31.9,48,0.419142,0.700782
31.9,49,0.791248,0.832221
31.9,50,1.41238,1.11286
32.0,5,-0.764055,0.753184
32.0,6,-0.789885,0.775245
32.0,7,-0.895189,0.879117
32.0,8,-0.916522,0.902486
32.0,9,-0.92238,0.907544
32.0,10,-0.928969,0.914566
32.0,11,-0.932804,0.919022
32.0,12,-0.93634,0.923687
32.0,13,-0.938814,0.926713
32.0,14,-0.940906,0.929173
32.0,15,-0.942066,0.931268
32.0,16,-0.943822,0.933472
32.0,17,-0.945675,0.933474
32.0,18,-0.943679,0.932946
32.0,19,-0.941277,0.931844
32.0,20,-0.936339,0.930677
32.0,21,-0.931715,0.927133
32.0,22,-0.986648,1.00002
32.0,23,-0.987315,0.996003
32.0,24,-0.982926,0.985395
32.0,25,-0.973303,0.981262
32.0,26,-0.961524,0.969725
32.0,27,-0.945835,0.958749
32.0,28,-0.926564,0.94366
32.0,29,-0.909002,0.930791
32.0,30,-0.882711,0.910947
32.0,31,-0.912842,0.944102
32.0,32,-0.881495,0.921368
32.0,33,-0.849068,0.898752
32.0,34,-0.813346,0.87061
32.0,35,-0.772718,0.841542
32.0,36,-0.76686,0.853269
32.0,37,-0.717951,0.815433
32.0,38,-0.660872,0.781191
32.0,39,-0.628975,0.771269
32.0,40,-0.562916,0.736548
32.0,41,-0.511058,0.718205
32.0,42,-0.427853,0.677467
32.0,43,-0.352601,0.657461
32.0,44,-0.260683,0.640067
32.0,45,-0.130067,0.608692
32.0,46,-0.00457023,0.62133
32.0,47,0.179936,0.634589
32.0,48,0.421178,0.699524
32.0,49,0.79262,0.831586
32.0,50,1.41274,1.11098
32.1,5,-0.763189,0.751145
32.1,6,-0.878628,0.863104
32.1,7,-0.801106,0.789977
32.1,8,-0.914402,0.900628
32.1,9,-0.919652,0.905959
32.1,10,-0.926297,0.912832
32.1,11,-0.929954,0.917132
32.1,12,-0.933546,0.921179
32.1,13,-0.936078,0.924257
32.1,14,-0.937978,0.92677
32.1,15,-0.939195,0.928676
32.1,16,-0.939942,0.93043
32.1,17,-0.941556,0.931247
32.1,18,-0.939871,0.93052
32.1,19,-0.937218,0.929207
32.1,20,-0.930218,0.928097
32.1,21,-0.927723,0.924036
32.1,22,-0.983647,0.998163
32.1,23,-0.986687,0.990251
32.1,24,-0.97871,0.981503
32.1,25,-0.968768,0.977066
32.1,26,-0.957012,0.965542
32.1,27,-0.941726,0.95458
32.1,28,-0.922104,0.939505
32.1,29,-0.904162,0.926651
32.1,30,-0.878311,0.906824
32.1,31,-0.908029,0.939593
32.1,32,-0.876698,0.91686
32.1,33,-0.844291,0.894245
32.1,34,-0.808076,0.866104
32.1,35,-0.767983,0.837038
32.1,36,-0.762148,0.849296
