R,hr,Value1,Value2
32.1,37,-0.711453,0.813153
32.1,38,-0.658792,0.779049
32.1,39,-0.624357,0.767411
32.1,40,-0.558339,0.732069
32.1,41,-0.506526,0.713736
32.1,42,-0.423375,0.673783
32.1,43,-0.34913,0.653859
32.1,44,-0.257386,0.636563
32.1,45,-0.126983,0.605306
32.1,46,-0.0030649,0.619241
32.1,47,0.182404,0.632844
32.1,48,0.42495,0.69674
32.1,49,0.796104,0.829158
32.1,50,1.41578,1.11336
32.2,5,-0.760708,0.750445
32.2,6,-0.844168,0.831364
32.2,7,-0.799383,0.78863
32.2,8,-0.912535,0.898529
32.2,9,-0.906599,0.89478
32.2,10,-0.92435,0.910849
32.2,11,-0.927845,0.914988
32.2,12,-0.93151,0.918867
32.2,13,-0.933871,0.921768
32.2,14,-0.93559,0.924335
32.2,15,-0.936618,0.926052
32.2,16,-0.9377,0.927859
32.2,17,-0.936096,0.9277
32.2,18,-0.934967,0.927531
32.2,19,-0.933482,0.926537
32.2,20,-0.929217,0.923804
32.2,21,-0.923147,0.920329
32.2,22,-0.982909,0.994494
32.2,23,-0.985106,0.98508
32.2,24,-0.974528,0.977578
32.2,25,-0.964971,0.973165
32.2,26,-0.952899,0.961326
32.2,27,-0.936894,0.950378
32.2,28,-0.916891,0.935317
32.2,29,-0.899355,0.9221
32.2,30,-0.873519,0.902274
32.2,31,-0.903249,0.935051
32.2,32,-0.871936,0.912319
32.2,33,-0.839546,0.889706
32.2,34,-0.803352,0.861566
32.2,35,-0.762741,0.832502
32.2,36,-0.755188,0.843721
32.2,37,-0.707408,0.806412
32.2,38,-0.651601,0.772763
32.2,39,-0.62046,0.762895
32.2,40,-0.553058,0.724881
32.2,41,-0.502028,0.709954
32.2,42,-0.418932,0.669291
32.2,43,-0.343807,0.650225
32.2,44,-0.253082,0.633027
32.2,45,-0.122773,0.601888
32.2,46,-0.000283335,0.614831
32.2,47,0.184838,0.632367
32.2,48,0.426915,0.693926
32.2,49,0.797403,0.826701
32.2,50,1.41607,1.10929
32.3,5,-0.759083,0.748929
32.3,6,-0.842407,0.829721
32.3,7,-0.797263,0.786843
32.3,8,-0.910261,0.896398
32.3,9,-0.904388,0.892705
32.3,10,-0.921975,0.908616
32.3,11,-0.925298,0.91259
32.3,12,-0.928782,0.916523
32.3,13,-0.931201,0.919247
32.3,14,-0.932728,0.921628
32.3,15,-0.933813,0.923396
32.3,16,-0.934689,0.925004
32.3,17,-0.931769,0.925151
32.3,18,-0.931508,0.925041
32.3,19,-0.93007,0.923291
32.3,20,-0.925555,0.920598
32.3,21,-0.919222,0.917167
32.3,22,-0.979337,0.990793
32.3,23,-0.980926,0.981409
32.3,24,-0.969699,0.974888
32.3,25,-0.958743,0.966613
32.3,26,-0.948454,0.957417
32.3,27,-0.932853,0.946495
32.3,28,-0.912498,0.931097
32.3,29,-0.891311,0.91638
32.3,30,-0.86876,0.898086
32.3,31,-0.898058,0.930066
32.3,32,-0.868138,0.906887
32.3,33,-0.834836,0.884685
32.3,34,-0.798661,0.856996
32.3,35,-0.758073,0.827933
32.3,36,-0.750543,0.839161
32.3,37,-0.702791,0.801853
32.3,38,-0.647016,0.768795
32.3,39,-0.615222,0.758972
32.3,40,-0.548548,0.720338
32.3,41,-0.499154,0.70614
32.3,42,-0.414522,0.665543
32.3,43,-0.340404,0.64656
32.3,44,-0.249853,0.62946
32.3,45,-0.119758,0.59844
32.3,46,0.00377478,0.613825
32.3,47,0.188744,0.62667
32.3,48,0.428845,0.692577
32.3,49,0.800815,0.825977
32.3,50,1.41904,1.10732
32.4,5,-0.757285,0.747382
32.4,6,-0.842154,0.828245
32.4,7,-0.795605,0.784617
32.4,8,-0.908239,0.894236
32.4,9,-0.913694,0.899099
32.4,10,-0.920093,0.9057
32.4,11,-0.923491,0.909715
32.4,12,-0.92657,0.913919
32.4,13,-0.928564,0.916694
32.4,14,-0.930405,0.91889
32.4,15,-0.931041,0.920463
32.4,16,-0.931711,0.922117
32.4,17,-0.931868,0.922055
32.4,18,-0.930623,0.92093
32.4,19,-0.927563,0.919468
32.4,20,-0.922226,0.917361
32.4,21,-0.916563,0.913397
32.4,22,-0.975161,0.985278
32.4,23,-0.977107,0.978318
32.4,24,-0.965582,0.970899
32.4,25,-0.954309,0.962648
32.4,26,-0.944407,0.953476
32.4,27,-0.928844,0.942228
32.4,28,-0.907745,0.926845
32.4,29,-0.886979,0.912143
32.4,30,-0.864459,0.893471
32.4,31,-0.893345,0.92546
32.4,32,-0.863442,0.902282
32.4,33,-0.82967,0.880082
32.4,34,-0.793491,0.852394
32.4,35,-0.753439,0.823333
32.4,36,-0.746503,0.834568
32.4,37,-0.696999,0.797263
32.4,38,-0.641821,0.763621
32.4,39,-0.610018,0.753767
32.4,40,-0.544071,0.719781
32.4,41,-0.494723,0.702295
32.4,42,-0.411008,0.661765
32.4,43,-0.336091,0.642863
32.4,44,-0.245616,0.625862
32.4,45,-0.115616,0.595985
32.4,46,0.00648803,0.608208
32.4,47,0.191109,0.624835
32.4,48,0.432512,0.689703
32.4,49,0.802044,0.82346
32.4,50,1.41925,1.10533
32.5,5,-0.755726,0.745999
32.5,6,-0.842354,0.823145
32.5,7,-0.79269,0.783175
32.5,8,-0.90625,0.892458
32.5,9,-0.911098,0.897599
32.5,10,-0.917321,0.904056
32.5,11,-0.920536,0.90792
32.5,12,-0.923907,0.911511
32.5,13,-0.925959,0.91411
32.5,14,-0.927354,0.916359
32.5,15,-0.928041,0.917743
32.5,16,-0.927963,0.918948
32.5,17,-0.928155,0.9197
32.5,18,-0.926664,0.91864
32.5,19,-0.923635,0.916975
32.5,20,-0.91863,0.914653
32.5,21,-0.912702,0.910171
32.5,22,-0.971336,0.98181
32.5,23,-0.972992,0.974583
32.5,24,-0.961499,0.967196
32.5,25,-0.950258,0.958651
32.5,26,-0.940027,0.949164
32.5,27,-0.924489,0.93793
32.5,28,-0.903024,0.922926
32.5,29,-0.882272,0.907876
32.5,30,-0.859766,0.88922
32.5,31,-0.888219,0.921234
32.5,32,-0.858778,0.897646
32.5,33,-0.825025,0.875447
32.5,34,-0.788867,0.84776
32.5,35,-0.748297,0.818701
32.5,36,-0.742495,0.830991
32.5,37,-0.693053,0.792641
32.5,38,-0.639874,0.761353
32.5,39,-0.605534,0.750408
32.5,40,-0.539627,0.715176
32.5,41,-0.49112,0.698419
32.5,42,-0.406665,0.657956
32.5,43,-0.332755,0.642519
32.5,44,-0.241414,0.623161
32.5,45,-0.112668,0.592475
32.5,46,0.00916761,0.607142
32.5,47,0.19344,0.624267
32.5,48,0.436145,0.688295
32.5,49,0.803238,0.819152
32.5,50,1.42215,1.10545
32.6,5,-0.754198,0.74439
32.6,6,-0.875259,0.839176
32.6,7,-0.792171,0.781294
32.6,8,-0.903852,0.890233
32.6,9,-0.897724,0.88629
32.6,10,-0.914812,0.901729
32.6,11,-0.91785,0.905428
32.6,12,-0.921276,0.909072
32.6,13,-0.923139,0.911727
32.6,14,-0.924589,0.913558
32.6,15,-0.925073,0.914992
32.6,16,-0.92585,0.9165
32.6,17,-0.92365,0.916026
32.6,18,-0.921608,0.916055
32.6,19,-0.92003,0.913907
32.6,20,-0.915366,0.910793
32.6,21,-0.908874,0.906915
32.6,22,-0.969773,0.976826
32.6,23,-0.969568,0.97051
32.6,24,-0.957447,0.963144
32.6,25,-0.94624,0.954622
32.6,26,-0.93568,0.94516
32.6,27,-0.919788,0.933952
32.6,28,-0.899121,0.918246
32.6,29,-0.877596,0.903576
32.6,30,-0.855104,0.884937
32.6,31,-0.883571,0.916565
32.6,32,-0.854147,0.893408
32.6,33,-0.820412,0.87123
32.6,34,-0.784275,0.843567
32.6,35,-0.743727,0.814534
32.6,36,-0.736237,0.825289
32.6,37,-0.688535,0.788541
32.6,38,-0.632816,0.755528
32.6,39,-0.601769,0.745766
32.6,40,-0.535216,0.707861
32.6,41,-0.486755,0.694512
32.6,42,-0.402354,0.654116
32.6,43,-0.328508,0.634533
32.6,44,-0.238285,0.619502
32.6,45,-0.109752,0.588935
32.6,46,0.0131247,0.6049
32.6,47,0.197244,0.622373
32.6,48,0.4362,0.686858
32.6,49,0.806546,0.816578
32.6,50,1.42501,1.1034
32.7,5,-0.752908,0.742553
32.7,6,-0.777567,0.763491
32.7,7,-0.880792,0.86563
32.7,8,-0.901266,0.887977
32.7,9,-0.895641,0.884089
32.7,10,-0.911874,0.899371
32.7,11,-0.914959,0.902904
32.7,12,-0.918194,0.906603
32.7,13,-0.920103,0.908848
32.7,14,-0.921348,0.910727
32.7,15,-0.921876,0.91221
32.7,16,-0.922701,0.91352
32.7,17,-0.908741,0.920054
32.7,18,-0.907549,0.917942
32.7,19,-0.917328,0.910263
32.7,20,-0.912133,0.907742
32.7,21,-0.901377,0.904493
32.7,22,-0.95996,0.974484
32.7,23,-0.959596,0.969778
32.7,24,-0.953768,0.958745
32.7,25,-0.944013,0.95351
32.7,26,-0.931365,0.941125
32.7,27,-0.917011,0.92924
32.7,28,-0.896822,0.914265
32.7,29,-0.87704,0.900763
32.7,30,-0.850475,0.880624
32.7,31,-0.878955,0.912276
32.7,32,-0.849082,0.888709
32.7,33,-0.814856,0.865633
32.7,34,-0.779202,0.838872
32.7,35,-0.73919,0.80984
32.7,36,-0.731723,0.82165
32.7,37,-0.683445,0.783857
32.7,38,-0.628362,0.751435
32.7,39,-0.597349,0.74172
32.7,40,-0.530838,0.703863
32.7,41,-0.480833,0.690575
32.7,42,-0.403251,0.646356
32.7,43,-0.324294,0.632436
32.7,44,-0.237269,0.613033
32.7,45,-0.10571,0.586391
32.7,46,0.0170486,0.601484
32.7,47,0.199508,0.617854
32.7,48,0.439765,0.682401
32.7,49,0.807671,0.819265
32.7,50,1.42511,1.10133
32.8,5,-0.751031,0.741274
32.8,6,-0.834296,0.820636
32.8,7,-0.787789,0.777236
32.8,8,-0.899592,0.885898
32.8,9,-0.904625,0.890362
32.8,10,-0.91058,0.896765
32.8,11,-0.913515,0.90035
32.8,12,-0.916109,0.90433
32.8,13,-0.917841,0.906404
32.8,14,-0.919153,0.908103
32.8,15,-0.919492,0.909398
32.8,16,-0.91985,0.91076
32.8,17,-0.919404,0.910389
32.8,18,-0.917803,0.908938
32.8,19,-0.914367,0.90686
32.8,20,-0.908632,0.904381
32.8,21,-0.902546,0.899732
32.8,22,-0.959734,0.970924
32.8,23,-0.961169,0.963497
32.8,24,-0.949779,0.954948
32.8,25,-0.939354,0.949747
32.8,26,-0.927446,0.937398
32.8,27,-0.912752,0.925201
32.8,28,-0.892197,0.910253
32.8,29,-0.87202,0.896781
32.8,30,-0.846304,0.876674
32.8,31,-0.874371,0.907957
32.8,32,-0.844515,0.884409
32.8,33,-0.810308,0.861355
32.8,34,-0.774674,0.834617
32.8,35,-0.734145,0.805612
32.8,36,-0.727241,0.816934
32.8,37,-0.679595,0.779697
32.8,38,-0.623297,0.746136
32.8,39,-0.592275,0.736391
32.8,40,-0.526491,0.702515
32.8,41,-0.477327,0.686607
32.8,42,-0.399005,0.642455
32.8,43,-0.321056,0.627773
32.8,44,-0.230043,0.613948
32.8,45,-0.102861,0.582791
32.8,46,0.0183183,0.599184
32.8,47,0.203246,0.614603
32.8,48,0.441525,0.680907
32.8,49,0.810911,0.816635
32.8,50,1.42791,1.10137
32.9,5,-0.750833,0.73918
32.9,6,-0.771868,0.760652
32.9,7,-0.877981,0.860915
32.9,8,-0.896848,0.883997
32.9,9,-0.901253,0.88874
32.9,10,-0.907244,0.894781
32.9,11,-0.910215,0.89821
32.9,12,-0.913089,0.901799
32.9,13,-0.91462,0.90393
32.9,14,-0.91572,0.905688
32.9,15,-0.916098,0.906555
32.9,16,-0.915961,0.907467
32.9,17,-0.916915,0.907654
32.9,18,-0.913971,0.905996
32.9,19,-0.910565,0.903972
32.9,20,-0.894094,0.905194
32.9,21,-0.899429,0.896961
32.9,22,-0.952532,0.967333
32.9,23,-0.951918,0.962399
32.9,24,-0.945483,0.951121
32.9,25,-0.935783,0.945627
32.9,26,-0.923193,0.933302
32.9,27,-0.908524,0.92113
32.9,28,-0.887996,0.906211
32.9,29,-0.868257,0.89239
32.9,30,-0.841737,0.872299
32.9,31,-0.869818,0.903196
32.9,32,-0.839979,0.880079
32.9,33,-0.80579,0.856596
32.9,34,-0.769665,0.82986
32.9,35,-0.729671,0.800857
32.9,36,-0.723362,0.81271
32.9,37,-0.67336,0.777722
32.9,38,-0.621477,0.743747
32.9,39,-0.587233,0.73291
32.9,40,-0.522176,0.698458
32.9,41,-0.473058,0.68261
32.9,42,-0.394791,0.639303
32.9,43,-0.316906,0.624771
32.9,44,-0.227011,0.6102
32.9,45,-0.0988834,0.580188
32.9,46,0.0221771,0.596855
32.9,47,0.205444,0.61392
32.9,48,0.445024,0.68088
32.9,49,0.811969,0.81574
32.9,50,1.43067,1.10352
33.0,5,-0.747782,0.738233
33.0,6,-0.832452,0.813752
33.0,7,-0.783101,0.774077
33.0,8,-0.895236,0.882066
33.0,9,-0.899714,0.886662
33.0,10,-0.905321,0.892767
33.0,11,-0.908126,0.89604
33.0,12,-0.911066,0.899466
33.0,13,-0.912667,0.901425
33.0,14,-0.913588,0.903004
33.0,15,-0.913776,0.904172
33.0,16,-0.912905,0.904647
33.0,17,-0.91281,0.905147
33.0,18,-0.910734,0.903554
33.0,19,-0.907085,0.901054
33.0,20,-0.901425,0.898688
33.0,21,-0.895109,0.893582
33.0,22,-0.959694,0.960739
33.0,23,-0.953553,0.956057
33.0,24,-0.941897,0.947898
33.0,25,-0.929427,0.939183
33.0,26,-0.918972,0.929515
33.0,27,-0.900924,0.915975
33.0,28,-0.880291,0.901408
33.0,29,-0.860438,0.88683
33.0,30,-0.837202,0.867894
33.0,31,-0.865296,0.899227
33.0,32,-0.835475,0.875718
33.0,33,-0.801305,0.853608
33.0,34,-0.7652,0.825545
33.0,35,-0.725228,0.796568
33.0,36,-0.718943,0.808457
33.0,37,-0.669574,0.770731
33.0,38,-0.616476,0.739564
33.0,39,-0.583595,0.730652
33.0,40,-0.517893,0.69169
33.0,41,-0.468821,0.678583
33.0,42,-0.390608,0.636899
33.0,43,-0.313731,0.62174
33.0,44,-0.22297,0.610131
33.0,45,-0.0960977,0.57653
33.0,46,0.0260038,0.593352
33.0,47,0.207611,0.610612
33.0,48,0.446718,0.676337
33.0,49,0.815142,0.81129
33.0,50,1.4334,1.10137
33.1,5,-0.747234,0.735884
33.1,6,-0.769449,0.755895
33.1,7,-0.872708,0.85771
33.1,8,-0.892333,0.87969
33.1,9,-0.886496,0.875623
33.1,10,-0.902507,0.890289
33.1,11,-0.905123,0.893618
33.1,12,-0.907866,0.896875
33.1,13,-0.90926,0.898658
33.1,14,-0.910217,0.90029
33.1,15,-0.910443,0.901269
33.1,16,-0.910948,0.902299
33.1,17,-0.896927,0.908026
33.1,18,-0.90781,0.900022
33.1,19,-0.903927,0.897833
33.1,20,-0.898615,0.894956
33.1,21,-0.887429,0.891329
33.1,22,-0.956057,0.957385
33.1,23,-0.944035,0.954899
33.1,24,-0.938002,0.944011
33.1,25,-0.925566,0.93533
33.1,26,-0.914782,0.925358
33.1,27,-0.896758,0.911845
33.1,28,-0.876938,0.897305
33.1,29,-0.856328,0.882757
33.1,30,-0.832698,0.863854
33.1,31,-0.860361,0.894817
33.1,32,-0.830535,0.871328
33.1,33,-0.79685,0.84924
33.1,34,-0.760765,0.821201
33.1,35,-0.720276,0.79225
33.1,36,-0.712843,0.80365
33.1,37,-0.665214,0.76648
33.1,38,-0.609577,0.733587
33.1,39,-0.579302,0.724606
33.1,40,-0.513641,0.687573
33.1,41,-0.464615,0.674527
33.1,42,-0.386458,0.633688
33.1,43,-0.309645,0.616988
33.1,44,-0.218961,0.607252
33.1,45,-0.0933436,0.573869
33.1,46,0.0284879,0.590966
33.1,47,0.211251,0.607276
33.1,48,0.44838,0.674758
33.1,49,0.816133,0.808576
33.1,50,1.43336,1.09704
33.2,5,-0.744861,0.734877
33.2,6,-0.768391,0.754971
33.2,7,-0.870656,0.85586
33.2,8,-0.890341,0.877491
33.2,9,-0.894926,0.881566
33.2,10,-0.900644,0.887563
33.2,11,-0.903094,0.890721
33.2,12,-0.905421,0.894255
33.2,13,-0.906625,0.896327
33.2,14,-0.907637,0.897546
33.2,15,-0.907661,0.898337
33.2,16,-0.907953,0.899419
33.2,17,-0.908261,0.898238
33.2,18,-0.905199,0.896461
33.2,19,-0.901379,0.894038
33.2,20,-0.895238,0.891755
33.2,21,-0.889337,0.886735
33.2,22,-0.952451,0.953704
33.2,23,-0.94014,0.951257
33.2,24,-0.933797,0.940411
33.2,25,-0.921735,0.931447
33.2,26,-0.910622,0.921511
33.2,27,-0.892623,0.907684
33.2,28,-0.87283,0.893173
33.2,29,-0.85184,0.878656
33.2,30,-0.828225,0.859785
33.2,31,-0.8559,0.890378
33.2,32,-0.826092,0.866908
33.2,33,-0.792425,0.844842
33.2,34,-0.755849,0.816827
33.2,35,-0.715895,0.787902
33.2,36,-0.709627,0.799338
33.2,37,-0.66028,0.7622
33.2,38,-0.605279,0.729345
33.2,39,-0.574353,0.719784
33.2,40,-0.509419,0.686778
33.2,41,-0.46044,0.670441
33.2,42,-0.382338,0.629669
33.2,43,-0.305589,0.613899
33.2,44,-0.216024,0.603418
33.2,45,-0.0894613,0.571179
33.2,46,0.0309404,0.587405
33.2,47,0.213353,0.60521
33.2,48,0.45001,0.673152
33.2,49,0.819241,0.811127
33.2,50,1.4333,1.09697
33.3,5,-0.743136,0.733646
33.3,6,-0.824223,0.812392
33.3,7,-0.777801,0.7683
33.3,8,-0.8886,0.87568
33.3,9,-0.893253,0.879613
33.3,10,-0.898812,0.885461
33.3,11,-0.901095,0.888685
33.3,12,-0.903247,0.892061
33.3,13,-0.904516,0.893968
33.3,14,-0.905342,0.895251
33.3,15,-0.905169,0.895865
33.3,16,-0.904987,0.896762
33.3,17,-0.903698,0.895642
33.3,18,-0.902054,0.893665
33.3,19,-0.8977,0.891304
33.3,20,-0.891591,0.888244
33.3,21,-0.885108,0.883268
33.3,22,-0.941231,0.955048
33.3,23,-0.942194,0.944519
33.3,24,-0.930303,0.935831
33.3,25,-0.919693,0.930484
33.3,26,-0.906492,0.917635
33.3,27,-0.889653,0.905957
33.3,28,-0.868752,0.890107
33.3,29,-0.850243,0.876042
33.3,30,-0.823782,0.855686
33.3,31,-0.851916,0.886733
33.3,32,-0.820283,0.86375
33.3,33,-0.788519,0.839514
33.3,34,-0.750963,0.81195
33.3,35,-0.711545,0.784023
33.3,36,-0.70416,0.794996
33.3,37,-0.656586,0.757891
33.3,38,-0.601013,0.725073
33.3,39,-0.570121,0.716186
33.3,40,-0.504492,0.679252
33.3,41,-0.456296,0.667767
33.3,42,-0.378248,0.625622
33.3,43,-0.302507,0.609936
33.3,44,-0.212077,0.600482
33.3,45,-0.0856101,0.568461
33.3,46,0.0359832,0.584963
33.3,47,0.215424,0.604414
33.3,48,0.45338,0.671518
33.3,49,0.820167,0.808359
33.3,50,1.43592,1.09473
33.4,5,-0.74206,0.731601
33.4,6,-0.853789,0.839579
33.4,7,-0.776023,0.765771
33.4,8,-0.886007,0.873632
33.4,9,-0.890032,0.877843
33.4,10,-0.895396,0.883547
33.4,11,-0.897711,0.88662
33.4,12,-0.900379,0.889611
33.4,13,-0.901446,0.891113
33.4,14,-0.902061,0.89245
33.4,15,-0.901926,0.89312
33.4,16,-0.90125,0.893572
33.4,17,-0.901361,0.893017
33.4,18,-0.898091,0.891105
33.4,19,-0.894341,0.88854
33.4,20,-0.885881,0.886107
33.4,21,-0.882143,0.880638
33.4,22,-0.9345,0.951309
33.4,23,-0.936056,0.942353
33.4,24,-0.926498,0.932172
33.4,25,-0.91557,0.926543
33.4,26,-0.902392,0.91373
33.4,27,-0.885578,0.901738
33.4,28,-0.865097,0.885916
33.4,29,-0.846633,0.871882
33.4,30,-0.819794,0.851558
33.4,31,-0.847516,0.882235
33.4,32,-0.815435,0.859272
33.4,33,-0.784155,0.835058
33.4,34,-0.74662,0.807991
33.4,35,-0.706685,0.779617
33.4,36,-0.700434,0.791149
33.4,37,-0.650505,0.756326
33.4,38,-0.598704,0.723127
33.4,39,-0.56592,0.714439
33.4,40,-0.501068,0.675718
33.4,41,-0.452182,0.663624
33.4,42,-0.375052,0.622325
33.4,43,-0.297571,0.607637
33.4,44,-0.209201,0.597518
33.4,45,-0.0829492,0.56469
33.4,46,0.0370629,0.582493
33.4,47,0.21897,0.599696
33.4,48,0.454946,0.669858
33.4,49,0.82321,0.807329
33.4,50,1.43852,1.09461
33.5,5,-0.739776,0.730508
33.5,6,-0.823943,0.806212
33.5,7,-0.774704,0.764031
33.5,8,-0.884104,0.871556
33.5,9,-0.877383,0.866897
33.5,10,-0.893623,0.881387
33.5,11,-0.895771,0.884304
33.5,12,-0.898264,0.887131
33.5,13,-0.899149,0.888929
33.5,14,-0.89957,0.890097
33.5,15,-0.899494,0.89059
33.5,16,-0.899146,0.891108
33.5,17,-0.891914,0.89088
33.5,18,-0.891334,0.888517
33.5,19,-0.89072,0.885748
33.5,20,-0.884986,0.881977
33.5,21,-0.877357,0.876824
33.5,22,-0.932576,0.946352
33.5,23,-0.933565,0.93801
33.5,24,-0.922723,0.928485
33.5,25,-0.911476,0.922901
33.5,26,-0.898322,0.909795
33.5,27,-0.881533,0.897843
33.5,28,-0.860293,0.882062
33.5,29,-0.841826,0.868073
33.5,30,-0.815411,0.847401
33.5,31,-0.843146,0.87812
33.5,32,-0.811083,0.855195
33.5,33,-0.779333,0.831023
33.5,34,-0.741794,0.803529
33.5,35,-0.702394,0.775182
33.5,36,-0.694456,0.786226
33.5,37,-0.646871,0.749741
33.5,38,-0.59257,0.717033
33.5,39,-0.561748,0.708277
33.5,40,-0.496938,0.671486
33.5,41,-0.448098,0.660173
33.5,42,-0.371023,0.619
33.5,43,-0.29455,0.604463
33.5,44,-0.205315,0.594526
33.5,45,-0.0803187,0.561916
33.5,46,0.0394226,0.578849
33.5,47,0.220979,0.598847
33.5,48,0.458253,0.671164
33.5,49,0.824073,0.806272
33.5,50,1.43835,1.09232
33.6,5,-0.739376,0.72821
33.6,6,-0.850408,0.836344
33.6,7,-0.772984,0.761854
33.6,8,-0.881569,0.869242
33.6,9,-0.875348,0.864857
33.6,10,-0.890726,0.878981
33.6,11,-0.892917,0.88196
33.6,12,-0.895213,0.884624
33.6,13,-0.896137,0.88625
33.6,14,-0.896602,0.887239
33.6,15,-0.896049,0.887787
33.6,16,-0.896269,0.888364
33.6,17,-0.889636,0.890004
33.6,18,-0.891947,0.885105
33.6,19,-0.887711,0.882383
33.6,20,-0.881727,0.878941
33.6,21,-0.873526,0.873848
33.6,22,-0.926859,0.94434
33.6,23,-0.928473,0.935174
33.6,24,-0.917958,0.925721
33.6,25,-0.905653,0.916279
33.6,26,-0.894281,0.906172
33.6,27,-0.877895,0.893919
33.6,28,-0.856697,0.877814
33.6,29,-0.835006,0.862336
33.6,30,-0.811057,0.843216
33.6,31,-0.83836,0.873976
33.6,32,-0.806759,0.850659
33.6,33,-0.774053,0.827862
33.6,34,-0.738023,0.799985
33.6,35,-0.698133,0.771217
33.6,36,-0.690219,0.782322
33.6,37,-0.642662,0.745346
33.6,38,-0.58775,0.713265
33.6,39,-0.557607,0.704593
33.6,40,-0.493574,0.667896
33.6,41,-0.44325,0.654533
33.6,42,-0.367025,0.613311
33.6,43,-0.291559,0.599569
33.6,44,-0.204579,0.583158
33.6,45,-0.076559,0.559116
33.6,46,0.0430626,0.577471
33.6,47,0.222957,0.597971
33.6,48,0.459757,0.66496
33.6,49,0.827053,0.801661
33.6,50,1.44088,1.09215
33.7,5,-0.736531,0.727453
33.7,6,-0.847179,0.836083
33.7,7,-0.772368,0.756176
33.7,8,-0.879945,0.867317
33.7,9,-0.884151,0.870873
33.7,10,-0.889241,0.876547
33.7,11,-0.891506,0.879365
33.7,12,-0.893156,0.882316
33.7,13,-0.893898,0.883776
33.7,14,-0.894423,0.884591
33.7,15,-0.893935,0.885201
33.7,16,-0.893153,0.885592
33.7,17,-0.89178,0.884197
33.7,18,-0.889483,0.88193
33.7,19,-0.88473,0.878989
33.7,20,-0.878198,0.875596
33.7,21,-0.871265,0.870266
33.7,22,-0.923083,0.940813
33.7,23,-0.922423,0.932002
33.7,24,-0.913902,0.922294
33.7,25,-0.901618,0.91258
33.7,26,-0.890269,0.902181
33.7,27,-0.873908,0.889967
33.7,28,-0.851558,0.873903
33.7,29,-0.830258,0.85809
33.7,30,-0.806732,0.839397
33.7,31,-0.834049,0.869804
33.7,32,-0.802,0.846526
33.7,33,-0.769778,0.823771
33.7,34,-0.733256,0.79594
33.7,35,-0.693362,0.766725
33.7,36,-0.686011,0.777866
33.7,37,-0.637879,0.741477
33.7,38,-0.583603,0.70888
33.7,39,-0.552808,0.699628
33.7,40,-0.487294,0.663607
33.7,41,-0.439226,0.651026
33.7,42,-0.363918,0.60993
33.7,43,-0.286712,0.597187
33.7,44,-0.201793,0.580111
33.7,45,-0.0739887,0.556288
33.7,46,0.0453618,0.572626
33.7,47,0.226411,0.595769
33.7,48,0.463003,0.664717
33.7,49,0.827853,0.802317
33.7,50,1.44338,1.08981
33.8,5,-0.734952,0.725884
33.8,6,-0.818473,0.800427
33.8,7,-0.767479,0.759049
33.8,8,-0.877688,0.865364
33.8,9,-0.881497,0.869416
33.8,10,-0.886633,0.874737
33.8,11,-0.888474,0.87741
33.8,12,-0.890645,0.87998
33.8,13,-0.891439,0.881274
33.8,14,-0.891512,0.882154
33.8,15,-0.891068,0.882588
33.8,16,-0.889265,0.88229
33.8,17,-0.888461,0.881976
33.8,18,-0.885637,0.879522
33.8,19,-0.880906,0.876385
33.8,20,-0.874697,0.873065
33.8,21,-0.867491,0.867234
33.8,22,-0.922837,0.935473
33.8,23,-0.922979,0.927268
33.8,24,-0.910214,0.918522
33.8,25,-0.897612,0.908853
33.8,26,-0.886286,0.898502
33.8,27,-0.869572,0.886338
33.8,28,-0.847628,0.869964
33.8,29,-0.825948,0.854196
33.8,30,-0.802436,0.835156
33.8,31,-0.829767,0.865605
33.8,32,-0.797735,0.842365
33.8,33,-0.765044,0.819651
33.8,34,-0.72903,0.791395
33.8,35,-0.689159,0.762703
33.8,36,-0.682403,0.774431
33.8,37,-0.633728,0.737581
33.8,38,-0.582055,0.706822
33.8,39,-0.548725,0.698397
33.8,40,-0.484724,0.659962
33.8,41,-0.435231,0.646771
33.8,42,-0.359978,0.605743
33.8,43,-0.28378,0.593084
33.8,44,-0.197997,0.577036
33.8,45,-0.0702886,0.553433
33.8,46,0.0502526,0.572341
33.8,47,0.228329,0.592242
33.8,48,0.464446,0.661454
33.8,49,0.830771,0.797653
33.8,50,1.44312,1.08959
33.9,5,-0.733607,0.724091
33.9,6,-0.753383,0.742907
33.9,7,-0.857327,0.841288
33.9,8,-0.875019,0.863176
33.9,9,-0.878646,0.86708
33.9,10,-0.883592,0.872248
33.9,11,-0.88547,0.874981
33.9,12,-0.88768,0.877388
33.9,13,-0.888266,0.878744
33.9,14,-0.888375,0.87945
33.9,15,-0.88771,0.879701
33.9,16,-0.886474,0.879462
33.9,17,-0.886269,0.878694
33.9,18,-0.882383,0.876291
33.9,19,-0.877982,0.873208
33.9,20,-0.860757,0.873593
33.9,21,-0.864979,0.864174
33.9,22,-0.915297,0.932187
33.9,23,-0.913699,0.926189
33.9,24,-0.906555,0.914088
33.9,25,-0.895042,0.905754
33.9,26,-0.881967,0.894455
33.9,27,-0.866777,0.881978
33.9,28,-0.844511,0.865997
33.9,29,-0.826569,0.852173
33.9,30,-0.798168,0.831282
33.9,31,-0.824623,0.860965
33.9,32,-0.794894,0.837314
33.9,33,-0.760826,0.815054
33.9,34,-0.724833,0.787294
