R/ro;h/ro;Error_Inner_Thin;Error_Outer_Thin;Error_Inner_Thick;Error_Outer_Thick
42.8;0.090909091;0.0212138;0.384038;0.318983;-0.050866
42.8;0.1;0.127331;0.371999;0.30524;0.0526342
42.8;0.111111111;0.229876;0.408998;0.340188;0.151868
42.8;0.125;0.390628;0.449184;0.377801;0.308354
42.8;0.142857143;0.605166;0.545174;0.470507;0.517152
42.8;0.166666667;0.951628;0.70208;0.623046;0.855506
42.8;0.2;1.54469;1.02215;0.937068;1.43621
42.9;0.02;-0.587619;0.584082;0.53246;-0.640914
42.9;0.020408163;-0.674997;0.670566;0.618914;-0.728438
42.9;0.020833333;-0.597852;0.590774;0.539003;-0.651356
42.9;0.021276596;-0.688878;0.68446;0.632657;-0.742538
42.9;0.02173913;-0.686608;0.682972;0.631084;-0.74038
42.9;0.022222222;-0.686306;0.682294;0.630317;-0.740196
42.9;0.022727273;-0.681984;0.679792;0.627721;-0.735996
42.9;0.023255814;-0.678178;0.676712;0.624543;-0.732317
42.9;0.023809524;-0.672948;0.672544;0.620272;-0.727221
42.9;0.024390244;-0.667201;0.667688;0.615307;-0.721613
42.9;0.025;-0.660636;0.662338;0.609843;-0.715195
42.9;0.025641026;-0.653722;0.656963;0.604348;-0.708436
42.9;0.026315789;-0.646431;0.649739;0.596997;-0.701307
42.9;0.027027027;-0.637321;0.642652;0.589777;-0.692368
42.9;0.027777778;-0.627395;0.634341;0.581323;-0.682623
42.9;0.028571429;-0.615984;0.624979;0.571812;-0.671403
42.9;0.029411765;-0.603566;0.614473;0.561147;-0.659187
42.9;0.03030303;-0.63958;0.667575;0.614114;-0.695444
42.9;0.03125;-0.633349;0.655286;0.601644;-0.689446
42.9;0.032258065;-0.619576;0.640587;0.586753;-0.675918
42.9;0.033333333;-0.603087;0.627863;0.573826;-0.659691
42.9;0.034482759;-0.587951;0.614242;0.559987;-0.644835
42.9;0.035714286;-0.567531;0.59856;0.54407;-0.624715
42.9;0.037037037;-0.543953;0.581318;0.526577;-0.601459
42.9;0.038461538;-0.521316;0.563866;0.508854;-0.579172
42.9;0.04;-0.496343;0.543784;0.488478;-0.554576
42.9;0.041666667;-0.516168;0.567746;0.512147;-0.574841
42.9;0.043478261;-0.48632;0.547786;0.491844;-0.545441
42.9;0.045454545;-0.455043;0.523682;0.467363;-0.514656
42.9;0.047619048;-0.419562;0.499597;0.442867;-0.479717
42.9;0.05;-0.386199;0.475033;0.41785;-0.446956
42.9;0.052631579;-0.37976;0.486966;0.429306;-0.441206
42.9;0.055555556;-0.337576;0.461652;0.403438;-0.39977
42.9;0.058823529;-0.291923;0.432653;0.373819;-0.354962
42.9;0.0625;-0.266739;0.430875;0.371362;-0.330752
42.9;0.066666667;-0.212862;0.407206;0.346908;-0.277975
42.9;0.071428571;-0.17424;0.403979;0.342798;-0.240638
42.9;0.076923077;-0.107439;0.376673;0.314458;-0.175326
42.9;0.083333333;-0.0506576;0.377861;0.314457;-0.120324
42.9;0.090909091;0.023142;0.382979;0.31817;-0.0486621
42.9;0.1;0.129155;0.370532;0.304022;0.054739
42.9;0.111111111;0.230258;0.408184;0.339628;0.152537
42.9;0.125;0.392148;0.44789;0.376764;0.310173
42.9;0.142857143;0.608229;0.541752;0.467345;0.520527
42.9;0.166666667;0.952591;0.701094;0.622328;0.856796
42.9;0.2;1.54515;1.0225;0.937698;1.43703
43;0.02;-0.586622;0.582503;0.531106;-0.639684
43;0.020408163;-0.593985;0.588007;0.536537;-0.647149
43;0.020833333;-0.676347;0.669964;0.61846;-0.729659
43;0.021276596;-0.686462;0.682396;0.630817;-0.739887
43;0.02173913;-0.684201;0.681016;0.629352;-0.737738
43;0.022222222;-0.683679;0.680231;0.628479;-0.737333
43;0.022727273;-0.679361;0.677616;0.625771;-0.733137
43;0.023255814;-0.67556;0.674649;0.622706;-0.729463
43;0.023809524;-0.670088;0.670364;0.618317;-0.724124
43;0.024390244;-0.66434;0.665385;0.61323;-0.718516
43;0.025;-0.657775;0.660153;0.607883;-0.712097
43;0.025641026;-0.651394;0.654648;0.602259;-0.70587
43;0.026315789;-0.645213;0.647027;0.594511;-0.699853
43;0.027027027;-0.635021;0.639789;0.58714;-0.689831
43;0.027777778;-0.625111;0.631592;0.578801;-0.680101
43;0.028571429;-0.613417;0.622635;0.569694;-0.668597
43;0.029411765;-0.601623;0.612267;0.559167;-0.657005
43;0.03030303;-0.636712;0.664019;0.610784;-0.692335
43;0.03125;-0.629167;0.654314;0.600901;-0.685023
43;0.032258065;-0.617044;0.638211;0.584605;-0.673146
43;0.033333333;-0.60232;0.626635;0.572826;-0.658683
43;0.034482759;-0.585078;0.611501;0.557474;-0.64172
43;0.035714286;-0.56541;0.596682;0.542421;-0.622352
43;0.037037037;-0.541468;0.577789;0.523275;-0.598731
43;0.038461538;-0.522921;0.56277;0.507988;-0.580535
43;0.04;-0.493888;0.54133;0.486254;-0.551876
43;0.041666667;-0.513286;0.565071;0.509703;-0.571712
43;0.043478261;-0.483436;0.545301;0.48959;-0.54231
43;0.045454545;-0.452642;0.521405;0.465318;-0.512008
43;0.047619048;-0.417183;0.497071;0.440572;-0.47709
43;0.05;-0.383306;0.472734;0.415784;-0.443813
43;0.052631579;-0.378001;0.484392;0.426965;-0.439195
43;0.055555556;-0.334675;0.459329;0.40135;-0.396616
43;0.058823529;-0.28966;0.430612;0.372014;-0.352443
43;0.0625;-0.264514;0.429154;0.369877;-0.32827
43;0.066666667;-0.210682;0.405172;0.345112;-0.275535
43;0.071428571;-0.17211;0.400861;0.339918;-0.238246
43;0.076923077;-0.105369;0.374649;0.312674;-0.172991
43;0.083333333;-0.0486582;0.377124;0.313964;-0.118055
43;0.090909091;0.0250562;0.380972;0.316408;-0.046474
43;0.1;0.130964;0.369052;0.30279;0.0568279
43;0.111111111;0.231935;0.406204;0.337898;0.154501
43;0.125;0.392148;0.446584;0.375713;0.310467
43;0.142857143;0.609505;0.539823;0.465675;0.522111
43;0.166666667;0.953539;0.700095;0.621597;0.85807
43;0.2;1.5456;1.02068;0.936158;1.43783
43.1;0.02;-0.585433;0.580714;0.529539;-0.638262
43.1;0.020408163;-0.592409;0.586526;0.53528;-0.645341
43.1;0.020833333;-0.674582;0.668194;0.616913;-0.727661
43.1;0.021276596;-0.684499;0.680738;0.629382;-0.737691
43.1;0.02173913;-0.682258;0.679046;0.627605;-0.735561
43.1;0.022222222;-0.681755;0.678154;0.626625;-0.735176
43.1;0.022727273;-0.677223;0.675652;0.62403;-0.730765
43.1;0.023255814;-0.673438;0.672573;0.620854;-0.727107
43.1;0.023809524;-0.667984;0.668171;0.616348;-0.721785
43.1;0.024390244;-0.662254;0.663309;0.611378;-0.716194
43.1;0.025;-0.655707;0.657954;0.605909;-0.709794
43.1;0.025641026;-0.649346;0.652573;0.600408;-0.703587
43.1;0.026315789;-0.642912;0.644822;0.592531;-0.697316
43.1;0.027027027;-0.632735;0.637715;0.58529;-0.687308
43.1;0.027777778;-0.62255;0.629381;0.576814;-0.677303
43.1;0.028571429;-0.610864;0.620561;0.567846;-0.665807
43.1;0.029411765;-0.599078;0.610047;0.557173;-0.654223
43.1;0.03030303;-0.634174;0.661649;0.60864;-0.68956
43.1;0.03125;-0.626639;0.65178;0.598593;-0.682256
43.1;0.032258065;-0.614187;0.635502;0.582122;-0.670049
43.1;0.033333333;-0.599462;0.62407;0.570487;-0.655585
43.1;0.034482759;-0.582218;0.60909;0.55529;-0.638619
43.1;0.035714286;-0.562926;0.594081;0.540047;-0.619627
43.1;0.037037037;-0.538997;0.575352;0.521066;-0.596018
43.1;0.038461538;-0.520057;0.56051;0.505956;-0.577428
43.1;0.04;-0.491446;0.538863;0.484016;-0.549192
43.1;0.041666667;-0.51086;0.562383;0.507244;-0.569043
43.1;0.043478261;-0.481029;0.542803;0.487321;-0.539658
43.1;0.045454545;-0.449769;0.51866;0.462802;-0.508888
43.1;0.047619048;-0.414819;0.495009;0.438741;-0.474478
43.1;0.05;-0.380966;0.470421;0.413703;-0.441224
43.1;0.052631579;-0.375687;0.481806;0.42461;-0.436632
43.1;0.055555556;-0.332392;0.456993;0.399247;-0.394081
43.1;0.058823529;-0.28741;0.427963;0.369599;-0.349941
43.1;0.0625;-0.263672;0.428685;0.369644;-0.327174
43.1;0.066666667;-0.209249;0.40042;0.340594;-0.273845
43.1;0.071428571;-0.169994;0.398456;0.337751;-0.23587
43.1;0.076923077;-0.103313;0.372612;0.310877;-0.170671
43.1;0.083333333;-0.0476142;0.375522;0.312603;-0.116744
43.1;0.090909091;0.0269565;0.379886;0.315567;-0.0443016
43.1;0.1;0.132759;0.367559;0.301544;0.058901
43.1;0.111111111;0.233599;0.40652;0.338464;0.156449
43.1;0.125;0.39364;0.445266;0.374648;0.312254
43.1;0.142857143;0.610766;0.539387;0.465498;0.523679
43.1;0.166666667;0.954472;0.700858;0.622626;0.859327
43.1;0.2;1.54603;1.02101;0.93676;1.43861
43.2;0.02;-0.583226;0.5797;0.528748;-0.635825
43.2;0.020408163;-0.647503;0.641397;0.590402;-0.700234
43.2;0.020833333;-0.591053;0.588943;0.537843;-0.643858
43.2;0.021276596;-0.683211;0.679066;0.627933;-0.736171
43.2;0.02173913;-0.680778;0.677277;0.626058;-0.73385
43.2;0.022222222;-0.680306;0.676503;0.625196;-0.733495
43.2;0.022727273;-0.676277;0.673451;0.622051;-0.729587
43.2;0.023255814;-0.671813;0.670714;0.619216;-0.725249
43.2;0.023809524;-0.666634;0.666199;0.614599;-0.720203
43.2;0.024390244;-0.660688;0.661221;0.609512;-0.714395
43.2;0.025;-0.653913;0.655989;0.604167;-0.707766
43.2;0.025641026;-0.647045;0.650485;0.598543;-0.701052
43.2;0.026315789;-0.639528;0.643125;0.591056;-0.693697
43.2;0.027027027;-0.630462;0.635895;0.583693;-0.6848
43.2;0.027777778;-0.620872;0.626881;0.574538;-0.675391
43.2;0.028571429;-0.608623;0.618191;0.565699;-0.66333
43.2;0.029411765;-0.596239;0.607523;0.554872;-0.651147
43.2;0.03030303;-0.63451;0.658966;0.606181;-0.68966
43.2;0.03125;-0.629373;0.647375;0.59441;-0.684756
43.2;0.032258065;-0.611682;0.633099;0.579944;-0.667307
43.2;0.033333333;-0.596968;0.621491;0.568133;-0.652852
43.2;0.034482759;-0.580098;0.606666;0.55309;-0.636261
43.2;0.035714286;-0.560078;0.591467;0.537659;-0.616539
43.2;0.037037037;-0.535365;0.572902;0.518842;-0.592145
43.2;0.038461538;-0.517613;0.557855;0.503527;-0.574744
43.2;0.04;-0.488594;0.536384;0.481763;-0.546098
43.2;0.041666667;-0.508449;0.560098;0.505186;-0.566388
43.2;0.043478261;-0.478635;0.540292;0.485037;-0.537021
43.2;0.045454545;-0.447395;0.516356;0.460727;-0.506271
43.2;0.047619048;-0.411957;0.492456;0.436417;-0.47137
43.2;0.05;-0.378639;0.468096;0.411607;-0.438651
43.2;0.052631579;-0.372249;0.479735;0.422771;-0.432945
43.2;0.055555556;-0.330725;0.450726;0.393208;-0.392165
43.2;0.058823529;-0.285174;0.425896;0.367764;-0.347453
43.2;0.0625;-0.26216;0.425041;0.366233;-0.325408
43.2;0.066666667;-0.21077;0.402418;0.34283;-0.275112
43.2;0.071428571;-0.167892;0.396764;0.336296;-0.233508
43.2;0.076923077;-0.102131;0.371347;0.30985;-0.169228
43.2;0.083333333;-0.0456425;0.373053;0.310373;-0.114507
43.2;0.090909091;0.0278037;0.377854;0.313776;-0.0431847
43.2;0.1;0.134541;0.366054;0.300283;0.0609583
43.2;0.111111111;0.235248;0.401052;0.333242;0.158382
43.2;0.125;0.395118;0.443935;0.373569;0.314024
43.2;0.142857143;0.612013;0.538938;0.465308;0.525231
43.2;0.166666667;0.95539;0.699835;0.621867;0.860568
43.2;0.2;1.54918;1.01917;0.935193;1.44211
43.3;0.02;-0.581857;0.578477;0.527744;-0.634227
43.3;0.020408163;-0.645953;0.639693;0.588918;-0.698455
43.3;0.020833333;-0.589315;0.587141;0.536262;-0.64189
43.3;0.021276596;-0.681275;0.677172;0.626259;-0.734006
43.3;0.02173913;-0.678861;0.675495;0.624497;-0.731703
43.3;0.022222222;-0.678409;0.674619;0.623533;-0.731368
43.3;0.022727273;-0.67393;0.671909;0.620729;-0.727009
43.3;0.023255814;-0.669718;0.668611;0.617335;-0.722923
43.3;0.023809524;-0.664309;0.664215;0.612835;-0.717647
43.3;0.024390244;-0.658374;0.65936;0.607872;-0.71185
43.3;0.025;-0.651872;0.653764;0.602163;-0.705493
43.3;0.025641026;-0.644757;0.64813;0.59641;-0.698532
43.3;0.026315789;-0.637254;0.640894;0.589047;-0.69119
43.3;0.027027027;-0.628203;0.633526;0.581546;-0.682308
43.3;0.027777778;-0.618048;0.625193;0.573072;-0.672333
43.3;0.028571429;-0.606395;0.615808;0.563538;-0.660869
43.3;0.029411765;-0.594028;0.605277;0.552849;-0.648702
43.3;0.03030303;-0.631681;0.656571;0.604007;-0.686597
43.3;0.03125;-0.626872;0.644815;0.592073;-0.682019
43.3;0.032258065;-0.609191;0.630684;0.577751;-0.664579
43.3;0.033333333;-0.594487;0.619231;0.566096;-0.650135
43.3;0.034482759;-0.577265;0.604228;0.550877;-0.633191
43.3;0.035714286;-0.557621;0.589195;0.535611;-0.613844
43.3;0.037037037;-0.53253;0.570438;0.516603;-0.589071
43.3;0.038461538;-0.515184;0.555569;0.501466;-0.572075
43.3;0.04;-0.48618;0.533891;0.479495;-0.543444
43.3;0.041666667;-0.505607;0.557384;0.502697;-0.563305
43.3;0.043478261;-0.475791;0.537768;0.482739;-0.533935
43.3;0.045454545;-0.444549;0.514039;0.458637;-0.503181
43.3;0.047619048;-0.409619;0.48989;0.434079;-0.468788
43.3;0.05;-0.376326;0.465758;0.409497;-0.436092
43.3;0.052631579;-0.369962;0.477651;0.420916;-0.430411
43.3;0.055555556;-0.327866;0.452842;0.395557;-0.389057
43.3;0.058823529;-0.282952;0.423816;0.365915;-0.344981
43.3;0.0625;-0.259976;0.422649;0.364072;-0.322972
43.3;0.066666667;-0.208631;0.400345;0.34099;-0.272718
43.3;0.071428571;-0.165803;0.39506;0.334826;-0.231163
43.3;0.076923077;-0.100963;0.369285;0.308024;-0.1678
43.3;0.083333333;-0.0436846;0.371425;0.308983;-0.112285
43.3;0.090909091;0.0296763;0.376744;0.312906;-0.0410434
43.3;0.1;0.13515;0.364536;0.299009;0.0618404
43.3;0.111111111;0.236884;0.402497;0.334935;0.160299
43.3;0.125;0.396582;0.443899;0.373785;0.315778
43.3;0.142857143;0.613246;0.536972;0.463596;0.526766
43.3;0.166666667;0.956294;0.6988;0.621095;0.861792
43.3;0.2;1.54958;1.01947;0.935769;1.44286
43.4;0.02;-0.580296;0.576845;0.526332;-0.632438
43.4;0.020408163;-0.666338;0.662115;0.611571;-0.718624
43.4;0.020833333;-0.589095;0.582241;0.531579;-0.641443
43.4;0.021276596;-0.679353;0.675265;0.624571;-0.731855
43.4;0.02173913;-0.676958;0.673486;0.622707;-0.729571
43.4;0.022222222;-0.676296;0.672722;0.621855;-0.729025
43.4;0.022727273;-0.671832;0.670129;0.619169;-0.724681
43.4;0.023255814;-0.667636;0.666726;0.615668;-0.720612
43.4;0.023809524;-0.662245;0.662218;0.611057;-0.715352
43.4;0.024390244;-0.656328;0.657245;0.605977;-0.709574
43.4;0.025;-0.649585;0.651773;0.600392;-0.702975
43.4;0.025641026;-0.642483;0.646016;0.594515;-0.696026
43.4;0.026315789;-0.634994;0.63891;0.587283;-0.688698
43.4;0.027027027;-0.625675;0.631413;0.579653;-0.679548
43.4;0.027777778;-0.615528;0.622942;0.571041;-0.66958
43.4;0.028571429;-0.603882;0.613412;0.561362;-0.658123
43.4;0.029411765;-0.591523;0.603018;0.550811;-0.645965
43.4;0.03030303;-0.626643;0.655963;0.603621;-0.681323
43.4;0.03125;-0.620447;0.643171;0.590651;-0.675359
43.4;0.032258065;-0.606713;0.628256;0.575545;-0.661867
43.4;0.033333333;-0.591669;0.616626;0.563714;-0.647082
43.4;0.034482759;-0.574809;0.601778;0.548648;-0.6305
43.4;0.035714286;-0.555177;0.586554;0.533193;-0.611164
43.4;0.037037037;-0.530099;0.567962;0.51435;-0.586404
43.4;0.038461538;-0.51236;0.552887;0.499007;-0.569013
43.4;0.04;-0.483779;0.531385;0.477213;-0.540805
43.4;0.041666667;-0.503222;0.555073;0.50061;-0.560681
43.4;0.043478261;-0.473425;0.53523;0.480427;-0.531328
43.4;0.045454545;-0.442203;0.51171;0.456533;-0.500594
43.4;0.047619048;-0.407295;0.487789;0.432204;-0.466221
43.4;0.05;-0.373488;0.463406;0.407373;-0.43301
43.4;0.052631579;-0.367689;0.475026;0.418518;-0.427893
43.4;0.055555556;-0.325623;0.450468;0.393411;-0.386567
43.4;0.058823529;-0.280102;0.421723;0.364052;-0.341882
43.4;0.0625;-0.256436;0.420244;0.361898;-0.31918
43.4;0.066666667;-0.2043;0.394877;0.335752;-0.268134
43.4;0.071428571;-0.163728;0.392617;0.332616;-0.228832
43.4;0.076923077;-0.0989481;0.367209;0.306183;-0.165526
43.4;0.083333333;-0.0417402;0.369784;0.30758;-0.110078
43.4;0.090909091;0.0315352;0.374686;0.311087;-0.0389176
43.4;0.1;0.136903;0.363006;0.29772;0.0638667
43.4;0.111111111;0.237195;0.401621;0.334304;0.160888
43.4;0.125;0.398032;0.442544;0.372678;0.317517
43.4;0.142857143;0.614465;0.536499;0.463378;0.528286
43.4;0.166666667;0.957184;0.697753;0.620309;0.863
43.4;0.2;1.54996;1.01976;0.936331;1.44359
43.5;0.02;-0.578747;0.575398;0.525102;-0.630664
43.5;0.020408163;-0.641839;0.636848;0.586509;-0.693887
43.5;0.020833333;-0.585664;0.584115;0.533672;-0.637784
43.5;0.021276596;-0.677443;0.673555;0.623078;-0.729718
43.5;0.02173913;-0.675068;0.671678;0.621116;-0.727453
43.5;0.022222222;-0.674426;0.670593;0.619943;-0.726928
43.5;0.022727273;-0.670218;0.667664;0.616922;-0.72284
43.5;0.023255814;-0.665568;0.664827;0.613987;-0.718315
43.5;0.023809524;-0.660441;0.659972;0.60903;-0.71332
43.5;0.024390244;-0.654041;0.655118;0.604067;-0.707058
43.5;0.025;-0.64731;0.649769;0.598606;-0.700472
43.5;0.025641026;-0.640222;0.643889;0.592607;-0.693536
43.5;0.026315789;-0.632472;0.636393;0.584984;-0.685946
43.5;0.027027027;-0.623442;0.629286;0.577745;-0.677085
43.5;0.027777778;-0.61389;0.620403;0.568721;-0.667712
43.5;0.028571429;-0.601382;0.611285;0.559455;-0.655393
43.5;0.029411765;-0.589339;0.600747;0.548758;-0.64355
43.5;0.03030303;-0.625747;0.652341;0.600218;-0.680197
43.5;0.03125;-0.621909;0.639346;0.587045;-0.67659
43.5;0.032258065;-0.603909;0.625814;0.573323;-0.65883
43.5;0.033333333;-0.589565;0.61434;0.561648;-0.644745
43.5;0.034482759;-0.572003;0.599315;0.546406;-0.627459
43.5;0.035714286;-0.55237;0.584256;0.531116;-0.608122
43.5;0.037037037;-0.527682;0.565473;0.512082;-0.583751
43.5;0.038461538;-0.509957;0.550576;0.496918;-0.566374
43.5;0.04;-0.480967;0.528866;0.474917;-0.537756
43.5;0.041666667;-0.500407;0.552749;0.498509;-0.557628
43.5;0.043478261;-0.470608;0.53268;0.4781;-0.528272
43.5;0.045454545;-0.43987;0.509368;0.454415;-0.498021
43.5;0.047619048;-0.404473;0.485197;0.429837;-0.463159
43.5;0.05;-0.371201;0.461042;0.405234;-0.430482
43.5;0.052631579;-0.365429;0.472917;0.416635;-0.425389
43.5;0.055555556;-0.323996;0.444161;0.387329;-0.384696
43.5;0.058823529;-0.277907;0.419617;0.362174;-0.33944
43.5;0.0625;-0.254963;0.418458;0.360342;-0.31746
43.5;0.066666667;-0.201453;0.392779;0.333884;-0.265035
43.5;0.071428571;-0.161666;0.390887;0.331118;-0.226517
43.5;0.076923077;-0.0952251;0.365907;0.305114;-0.161545
43.5;0.083333333;-0.0398094;0.368985;0.307016;-0.107887
43.5;0.090909091;0.0333805;0.373551;0.31019;-0.036807
43.5;0.1;0.138643;0.361463;0.296418;0.0658776
43.5;0.111111111;0.238803;0.398424;0.33135;0.162774
43.5;0.125;0.399469;0.441176;0.371558;0.31924
43.5;0.142857143;0.613896;0.53752;0.464653;0.528015
43.5;0.166666667;0.958059;0.702016;0.624835;0.864192
43.5;0.2;1.55307;1.0222;0.939037;1.44704
43.6;0.02;-0.578242;0.573149;0.523068;-0.629935
43.6;0.020408163;-0.583885;0.578323;0.528171;-0.635678
43.6;0.020833333;-0.665309;0.659349;0.609162;-0.717247
43.6;0.021276596;-0.674887;0.671413;0.621151;-0.726936
43.6;0.02173913;-0.672516;0.669643;0.619297;-0.724675
43.6;0.022222222;-0.671878;0.668671;0.618237;-0.724154
43.6;0.022727273;-0.667204;0.666084;0.615557;-0.719599
43.6;0.023255814;-0.66303;0.662686;0.612063;-0.71555
43.6;0.023809524;-0.657414;0.658184;0.607458;-0.710065
43.6;0.024390244;-0.651514;0.652977;0.602143;-0.704304
43.6;0.025;-0.644789;0.647259;0.596312;-0.697723
43.6;0.025641026;-0.637973;0.641749;0.590684;-0.69106
43.6;0.026315789;-0.631608;0.633862;0.582671;-0.684855
43.6;0.027027027;-0.621222;0.626612;0.575288;-0.674637
43.6;0.027777778;-0.610816;0.618126;0.566662;-0.664409
43.6;0.028571429;-0.599194;0.609146;0.557534;-0.652975
43.6;0.029411765;-0.587169;0.598462;0.546692;-0.641149
43.6;0.03030303;-0.621688;0.649306;0.597401;-0.675907
43.6;0.03125;-0.614199;0.639535;0.587454;-0.668647
43.6;0.032258065;-0.601457;0.62336;0.571088;-0.656147
43.6;0.033333333;-0.586773;0.61171;0.559236;-0.641721
43.6;0.034482759;-0.569574;0.596839;0.544149;-0.624797
43.6;0.035714286;-0.549952;0.58159;0.528669;-0.605472
43.6;0.037037037;-0.526061;0.562971;0.509801;-0.581897
43.6;0.038461538;-0.50716;0.548252;0.494814;-0.563342
43.6;0.04;-0.478593;0.526335;0.472606;-0.535146
43.6;0.041666667;-0.498048;0.549996;0.495977;-0.555033
43.6;0.043478261;-0.468268;0.530552;0.476194;-0.525695
43.6;0.045454545;-0.437064;0.506557;0.451827;-0.494976
43.6;0.047619048;-0.402175;0.483071;0.427933;-0.460622
43.6;0.05;-0.368928;0.458665;0.403081;-0.427968
43.6;0.052631579;-0.363182;0.470795;0.414738;-0.422901
43.6;0.055555556;-0.320574;0.44568;0.389076;-0.38103
43.6;0.058823529;-0.275725;0.417499;0.360282;-0.337013
43.6;0.0625;-0.252135;0.416661;0.358772;-0.314384
43.6;0.066666667;-0.200088;0.390668;0.332002;-0.263421
43.6;0.071428571;-0.159618;0.389145;0.329607;-0.224216
43.6;0.076923077;-0.0940974;0.363806;0.303245;-0.160163
43.6;0.083333333;-0.0388336;0.365612;0.303876;-0.106652
43.6;0.090909091;0.0352123;0.371468;0.308343;-0.0347116
43.6;0.1;0.14037;0.360942;0.296136;0.0678733
43.6;0.111111111;0.240397;0.398678;0.331847;0.164644
43.6;0.125;0.399384;0.442411;0.37304;0.31944
43.6;0.142857143;0.615087;0.535518;0.462901;0.529503
43.6;0.166666667;0.958921;0.695624;0.618696;0.865368
43.6;0.2;1.55069;1.02462;0.941729;1.445
43.7;0.02;-0.576101;0.571874;0.522008;-0.627571
43.7;0.020408163;-0.582388;0.576764;0.526827;-0.633958
43.7;0.020833333;-0.663623;0.657501;0.607527;-0.715337
43.7;0.021276596;-0.673003;0.669677;0.61963;-0.724829
43.7;0.02173913;-0.670651;0.66781;0.617678;-0.722587
43.7;0.022222222;-0.669803;0.666735;0.616516;-0.721855
43.7;0.022727273;-0.665617;0.663593;0.613281;-0.717787
43.7;0.023255814;-0.660987;0.660532;0.610124;-0.713283
43.7;0.023809524;-0.655636;0.655913;0.605402;-0.708062
43.7;0.024390244;-0.649507;0.650824;0.600205;-0.702071
43.7;0.025;-0.642541;0.645229;0.594498;-0.695249
43.7;0.025641026;-0.635738;0.639596;0.588746;-0.688598
43.7;0.026315789;-0.629387;0.63184;0.580864;-0.682407
43.7;0.027027027;-0.618733;0.62446;0.573352;-0.671921
43.7;0.027777778;-0.609204;0.615286;0.564038;-0.66257
43.7;0.028571429;-0.596721;0.606711;0.555315;-0.650274
43.7;0.029411765;-0.584703;0.596165;0.544611;-0.638456
43.7;0.03030303;-0.619231;0.646858;0.59517;-0.67322
43.7;0.03125;-0.611423;0.637234;0.585369;-0.665641
43.7;0.032258065;-0.599019;0.620894;0.568838;-0.653478
43.7;0.033333333;-0.582591;0.608074;0.555817;-0.637308
43.7;0.034482759;-0.566793;0.59435;0.541878;-0.621786
43.7;0.035714286;-0.54604;0.57749;0.524786;-0.601327
43.7;0.037037037;-0.524061;0.560826;0.507874;-0.579666
43.7;0.038461538;-0.500301;0.54208;0.48886;-0.556248
43.7;0.04;-0.475807;0.52419;0.470681;-0.532126
43.7;0.041666667;-0.495259;0.547646;0.493848;-0.55201
43.7;0.043478261;-0.465477;0.527977;0.473839;-0.522668
43.7;0.045454545;-0.434757;0.50419;0.44968;-0.492433
43.7;0.047619048;-0.39989;0.480454;0.425538;-0.458099
43.7;0.05;-0.366668;0.456276;0.400914;-0.425469
43.7;0.052631579;-0.360949;0.468131;0.412297;-0.420427
43.7;0.055555556;-0.318371;0.438787;0.382404;-0.378585
43.7;0.058823529;-0.273556;0.415368;0.358376;-0.3346
43.7;0.0625;-0.250004;0.414218;0.356555;-0.312007
43.7;0.066666667;-0.198002;0.388545;0.330106;-0.261087
43.7;0.071428571;-0.158376;0.388118;0.328808;-0.222724
43.7;0.076923077;-0.0921225;0.362479;0.302149;-0.157934
43.7;0.083333333;-0.0369296;0.365642;0.304139;-0.104491
43.7;0.090909091;0.0359917;0.370308;0.307418;-0.0336711
43.7;0.1;0.140924;0.359375;0.294806;0.0686941
43.7;0.111111111;0.241978;0.395457;0.328865;0.1665
43.7;0.125;0.400793;0.439713;0.370585;0.321132
43.7;0.142857143;0.616264;0.533504;0.461136;0.530975
43.7;0.166666667;0.959768;0.696316;0.619646;0.866528
43.7;0.2;1.55104;1.01841;0.935784;1.44568
43.8;0.02;-0.575004;0.570191;0.520538;-0.626252
43.8;0.020408163;-0.580693;0.575194;0.525469;-0.632042
43.8;0.020833333;-0.661734;0.655845;0.606085;-0.713226
43.8;0.021276596;-0.671133;0.667929;0.618094;-0.722736
43.8;0.02173913;-0.668575;0.665964;0.616046;-0.720288
43.8;0.022222222;-0.667742;0.664788;0.614782;-0.71957
43.8;0.022727273;-0.663099;0.662211;0.612113;-0.715047
43.8;0.023255814;-0.658958;0.658596;0.6084;-0.71103
43.8;0.023809524;-0.653376;0.6541;0.603802;-0.705579
43.8;0.024390244;-0.647259;0.648899;0.598494;-0.699599
43.8;0.025;-0.640305;0.643187;0.59267;-0.692789
43.8;0.025641026;-0.633783;0.637431;0.586795;-0.686418
43.8;0.026315789;-0.627178;0.629545;0.578783;-0.679974
43.8;0.027027027;-0.616539;0.622295;0.571401;-0.669502
43.8;0.027777778;-0.606446;0.613809;0.562776;-0.659586
43.8;0.028571429;-0.594558;0.604547;0.553366;-0.647885
43.8;0.029411765;-0.582251;0.593854;0.542516;-0.635776
43.8;0.03030303;-0.616786;0.644699;0.593225;-0.670548
43.8;0.03125;-0.608987;0.63492;0.58327;-0.662977
43.8;0.032258065;-0.596593;0.618734;0.566895;-0.650824
43.8;0.033333333;-0.580176;0.605749;0.553709;-0.634664
43.8;0.034482759;-0.56439;0.591848;0.539593;-0.619153
43.8;0.035714286;-0.543272;0.575154;0.522667;-0.598328
43.8;0.037037037;-0.521683;0.558668;0.505933;-0.577057
43.8;0.038461538;-0.49753;0.53973;0.486727;-0.553246
